항공사,편명,공항,상대공항,출발시간,도착시간,운항요일,시작일자,종료일자,기종,비고
ZE,ZE701,CJJ,CJU,07:55,08:55,월화수목금토일,2016-03-27,2016-10-29,B738,
ZE,ZE702,CJU,CJJ,16:25,17:25,월화수목금토일,2016-03-27,2016-10-29,B738,
ZE,ZE703,CJJ,CJU,18:00,19:00,월화수목금토일,2016-03-27,2016-10-29,B738,
ZE,ZE704,CJU,CJJ,19:35,20:35,월화수목금토일,2016-03-27,2016-10-29,B738,
ZE,ZE705,CJJ,CJU,17:05,18:05,월화토,2016-05-01,2016-05-31,B738,
ZE,ZE705,CJJ,CJU,17:05,18:05,월화목토,2016-03-27,2016-04-30,B738,
ZE,ZE705,CJJ,CJU,17:05,18:05,수금일,2016-03-27,2016-10-29,B738,
ZE,ZE706,CJU,CJJ,08:00,09:00,월화수목금토일,2016-03-27,2016-10-29,B738,
ZE,ZE901,PUS,CJU,07:10,08:00,금,2016-05-13,2016-10-29,B738,
ZE,ZE901,PUS,CJU,07:10,08:00,금,2016-03-27,2016-05-06,B738,
ZE,ZE901,PUS,CJU,07:10,08:00,토일,2016-03-27,2016-10-29,B738,
ZE,ZE901,PUS,CJU,07:10,08:00,월화수목,2016-03-27,2016-10-29,B738,
ZE,ZE904,CJU,PUS,10:40,11:30,토일,2016-03-27,2016-10-29,B738,
ZE,ZE904,CJU,PUS,10:25,11:15,토일,2016-03-27,2016-04-10,B738,
ZE,ZE904,CJU,PUS,10:40,11:30,금,2016-03-27,2016-05-06,B738,
ZE,ZE904,CJU,PUS,08:30,09:20,금,2016-05-13,2016-10-29,B738,
ZE,ZE904,CJU,PUS,10:25,11:15,월화수목,2016-03-27,2016-10-29,B738,
ZE,ZE904,CJU,PUS,10:25,11:15,금,2016-03-27,2016-04-09,B738,
7C,7C101,GMP,CJU,06:30,07:40,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C102,CJU,GMP,08:15,09:25,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C103,GMP,CJU,07:00,08:10,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C104,CJU,GMP,09:35,10:45,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C105,GMP,CJU,07:50,09:00,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C106,CJU,GMP,10:45,11:55,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C107,GMP,CJU,09:00,10:10,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C108,CJU,GMP,11:00,12:10,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C111,GMP,CJU,10:05,11:15,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C112,CJU,GMP,11:45,12:55,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C113,GMP,CJU,11:20,12:30,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C114,CJU,GMP,12:05,13:15,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C115,GMP,CJU,12:25,13:35,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C116,CJU,GMP,13:05,14:15,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C117,GMP,CJU,12:40,13:50,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C118,CJU,GMP,13:55,15:05,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C119,GMP,CJU,13:50,15:00,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C120,CJU,GMP,16:05,17:15,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C121,GMP,CJU,14:40,15:50,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C122,CJU,GMP,17:20,18:30,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C123,GMP,CJU,15:45,16:55,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C124,CJU,GMP,17:50,19:00,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C125,GMP,CJU,16:05,17:15,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C126,CJU,GMP,20:00,21:10,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C127,GMP,CJU,18:15,19:25,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C128,CJU,GMP,20:50,22:00,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C129,GMP,CJU,19:05,20:15,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C130,CJU,GMP,21:05,22:15,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C133,GMP,CJU,19:35,20:45,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C134,CJU,GMP,21:20,22:30,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C140,CJU,GMP,08:00,09:10,월수목금일,2016-03-27,2016-10-29,B738,
7C,7C141,GMP,CJU,09:45,10:55,월수목금일,2016-03-27,2016-10-29,B738,
7C,7C142,CJU,GMP,11:30,12:40,월수목금일,2016-03-27,2016-10-29,B738,
7C,7C143,GMP,CJU,13:15,14:25,월수목금일,2016-03-27,2016-10-29,B738,
7C,7C144,CJU,GMP,15:00,16:10,월수목금일,2016-03-27,2016-10-29,B738,
7C,7C145,GMP,CJU,16:45,17:55,월수목금일,2016-03-27,2016-10-29,B738,
7C,7C146,CJU,GMP,18:30,19:40,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C147,GMP,CJU,20:25,21:35,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C151,GMP,CJU,06:45,07:55,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C154,CJU,GMP,12:20,13:30,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C155,GMP,CJU,15:25,16:40,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C158,CJU,GMP,21:10,22:20,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C161,GMP,CJU,06:10,07:15,화목토,2016-05-01,2016-05-08,B738,
7C,7C161,GMP,CJU,06:10,07:15,화목토,2016-04-23,2016-04-30,B738,
7C,7C161,GMP,CJU,06:40,07:50,수금,2016-05-01,2016-05-08,B738,
7C,7C161,GMP,CJU,06:40,07:50,수금,2016-04-13,2016-04-15,B738,
7C,7C161,GMP,CJU,06:10,07:15,화목토,2016-04-09,2016-04-19,B738,
7C,7C161,GMP,CJU,06:40,07:50,수금,2016-04-27,2016-04-29,B738,
7C,7C161,GMP,CJU,06:15,07:25,월일,2016-05-01,2016-05-08,B738,
7C,7C161,GMP,CJU,06:15,07:25,월일,2016-04-10,2016-04-25,B738,
7C,7C162,GMP,CJU,08:20,09:30,수금,2016-04-13,2016-04-15,B738,
7C,7C162,GMP,CJU,07:55,09:05,월일,2016-04-10,2016-04-25,B738,
7C,7C162,GMP,CJU,08:20,09:30,수금,2016-04-27,2016-04-29,B738,
7C,7C163,GMP,CJU,10:55,12:05,월수금일,2016-04-23,2016-04-29,B738,
7C,7C163,GMP,CJU,10:55,12:05,월수금일,2016-05-01,2016-05-08,B738,
7C,7C163,GMP,CJU,10:55,12:05,월수금일,2016-04-09,2016-04-19,B738,
7C,7C164,GMP,CJU,12:45,13:55,월수금일,2016-04-09,2016-04-19,B738,
7C,7C164,GMP,CJU,12:45,13:55,월수금일,2016-04-23,2016-04-29,B738,
7C,7C165,GMP,CJU,17:10,18:20,월수금일,2016-04-09,2016-04-19,B738,
7C,7C165,GMP,CJU,17:30,18:40,월수금일,2016-05-01,2016-05-08,B738,
7C,7C165,GMP,CJU,17:30,18:40,월수금일,2016-04-23,2016-04-29,B738,
7C,7C166,GMP,CJU,19:20,20:30,월수금일,2016-04-23,2016-04-29,B738,
7C,7C166,GMP,CJU,19:05,20:15,월수금일,2016-04-09,2016-04-19,B738,
7C,7C201,PUS,GMP,06:50,07:45,화토,2016-05-06,2016-07-19,B737,
7C,7C201,PUS,GMP,07:30,08:25,월수목금일,2016-05-06,2016-10-29,B737,
7C,7C208,GMP,PUS,19:55,20:45,목토일,2016-05-06,2016-10-29,B737,
7C,7C208,GMP,PUS,19:35,20:30,금,2016-05-06,2016-10-29,B737,
7C,7C208,GMP,PUS,20:10,21:05,월화수,2016-05-06,2016-10-29,B737,
7C,7C502,CJU,PUS,08:55,09:55,월수목금토일,2016-03-27,2016-10-29,B738,
7C,7C502,CJU,PUS,08:55,10:05,화,2016-03-27,2016-10-29,B738,
7C,7C503,PUS,CJU,08:00,09:00,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C504,CJU,PUS,10:45,11:45,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C505,PUS,CJU,09:10,10:10,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C506,CJU,PUS,13:00,14:00,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C507,PUS,CJU,10:35,11:30,화수목금,2016-03-27,2016-10-29,B738,
7C,7C507,PUS,CJU,10:30,11:30,월토일,2016-03-27,2016-10-29,B738,
7C,7C508,CJU,PUS,14:05,15:00,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C509,PUS,CJU,12:20,13:20,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C510,CJU,PUS,15:35,16:35,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C511,PUS,CJU,14:30,15:30,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C512,CJU,PUS,17:50,18:50,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C513,PUS,CJU,15:30,16:30,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C514,CJU,PUS,18:30,19:25,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C515,PUS,CJU,17:05,18:00,월수목금토일,2016-03-27,2016-10-29,B738,
7C,7C515,PUS,CJU,17:10,18:00,화,2016-03-27,2016-10-29,B738,
7C,7C516,CJU,PUS,20:05,21:05,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C517,PUS,CJU,19:30,20:30,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C522,CJU,PUS,08:00,09:00,화토,2016-03-27,2016-10-29,B738,
7C,7C525,PUS,CJU,17:05,17:55,화,2016-03-27,2016-10-29,B738,
7C,7C525,PUS,CJU,16:55,17:55,토,2016-03-27,2016-10-29,B738,
7C,7C701,TAE,CJU,09:05,10:15,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C704,CJU,TAE,14:25,15:30,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C705,TAE,CJU,16:05,17:15,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C706,CJU,TAE,17:30,18:35,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C801,CJJ,CJU,11:15,12:20,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C802,CJU,CJJ,09:35,10:45,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C803,CJJ,CJU,18:20,19:30,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C804,CJU,CJJ,16:35,17:45,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C851,CJJ,CJU,10:10,11:20,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C852,CJU,CJJ,08:30,09:40,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C853,CJJ,CJU,19:25,20:35,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C854,CJU,CJJ,17:45,18:55,월화수목금토일,2016-03-27,2016-10-29,B738,
7C,7C862,CJU,CJJ,07:45,08:45,화목토,2016-04-09,2016-04-19,B738,
7C,7C862,CJU,CJJ,07:45,08:45,화목토,2016-04-23,2016-04-30,B738,
LJ,LJ301,GMP,CJU,06:30,07:30,월화수목금토일,2016-03-27,2016-10-29,B772,
LJ,LJ302,CJU,GMP,07:05,08:10,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ303,GMP,CJU,06:40,07:45,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ304,CJU,GMP,08:20,09:25,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ305,GMP,CJU,08:00,09:05,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ306,CJU,GMP,08:30,09:35,월화수목금토일,2016-03-27,2016-10-29,B772,
LJ,LJ307,GMP,CJU,08:45,09:50,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ308,CJU,GMP,09:20,10:25,월화수목금토일,2016-03-28,2016-10-29,B738,
LJ,LJ309,GMP,CJU,10:00,11:05,월화수목금토일,2016-03-27,2016-05-06,B738,
LJ,LJ309,GMP,CJU,10:00,11:05,금토,2016-05-13,2016-05-31,B738,
LJ,LJ309,GMP,CJU,10:00,11:05,월화수목금토일,2016-06-01,2016-10-29,B738,
LJ,LJ309,GMP,CJU,10:00,11:05,월화수목일,2016-05-07,2016-05-31,B738,
LJ,LJ310,CJU,GMP,09:40,10:45,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ311,GMP,CJU,10:30,11:35,월화수목금토일,2016-03-27,2016-10-29,B772,
LJ,LJ312,CJU,GMP,10:40,11:45,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ313,GMP,CJU,11:00,12:05,월화수목금토일,2016-03-28,2016-10-29,B738,
LJ,LJ314,CJU,GMP,11:40,12:45,월화수목일,2016-05-07,2016-05-31,B738,
LJ,LJ314,CJU,GMP,11:40,12:45,월화수목금토일,2016-06-01,2016-10-29,B738,
LJ,LJ314,CJU,GMP,11:40,12:45,금토,2016-05-13,2016-05-31,B733,
LJ,LJ314,CJU,GMP,11:40,12:45,월화수목금토일,2016-03-27,2016-05-06,B738,
LJ,LJ315,GMP,CJU,11:30,12:35,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ316,CJU,GMP,12:30,13:35,월화수목금토일,2016-03-27,2016-10-29,B772,
LJ,LJ317,GMP,CJU,12:30,13:35,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ318,CJU,GMP,13:10,14:15,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ319,GMP,CJU,13:20,14:25,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ320,CJU,GMP,13:45,14:50,화수토일,2016-03-27,2016-10-29,B738,
LJ,LJ320,CJU,GMP,14:00,15:05,월목금,2016-03-27,2016-10-29,B738,
LJ,LJ321,GMP,CJU,14:25,15:30,월화수목금토일,2016-03-27,2016-10-29,B772,
LJ,LJ322,CJU,GMP,14:10,15:15,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ323,GMP,CJU,15:00,16:05,월화수목금일,2016-03-27,2016-05-31,B738,
LJ,LJ323,GMP,CJU,15:00,16:05,월화수목금토일,2016-06-01,2016-10-29,B738,
LJ,LJ324,CJU,GMP,15:00,16:05,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ325,GMP,CJU,15:35,16:40,월목금,2016-03-27,2016-10-29,B738,
LJ,LJ325,GMP,CJU,15:30,16:35,화수토일,2016-03-27,2016-10-29,B738,
LJ,LJ326,CJU,GMP,15:30,16:35,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ327,GMP,CJU,16:00,17:05,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ328,CJU,GMP,16:30,17:35,월화수목금토일,2016-03-27,2016-10-29,B772,
LJ,LJ329,GMP,CJU,17:00,18:05,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ330,CJU,GMP,16:40,17:45,월화수목금일,2016-03-27,2016-05-31,B738,
LJ,LJ330,CJU,GMP,16:40,17:45,월화수목금토일,2016-06-01,2016-10-29,B738,
LJ,LJ331,GMP,CJU,17:10,18:15,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ332,CJU,GMP,17:40,18:45,금,2016-04-01,2016-04-08,B738,
LJ,LJ332,CJU,GMP,17:40,18:45,월화수토일,2016-03-27,2016-05-31,B738,
LJ,LJ332,CJU,GMP,17:40,18:45,월화수목금토일,2016-06-01,2016-10-29,B738,
LJ,LJ333,GMP,CJU,18:20,19:25,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ334,CJU,GMP,18:40,19:45,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ335,GMP,CJU,18:40,19:45,월화수목금토일,2016-03-27,2016-10-29,B772,
LJ,LJ336,CJU,GMP,18:55,20:00,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ338,CJU,GMP,20:45,21:50,월화수목금토일,2016-03-27,2016-10-29,B772,
LJ,LJ339,GMP,CJU,19:30,20:35,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ340,CJU,GMP,21:05,22:10,월화수목금토,2016-03-27,2016-05-31,B738,
LJ,LJ340,CJU,GMP,21:05,22:10,월화수목금토일,2016-06-01,2016-10-29,B738,
LJ,LJ340,CJU,GMP,21:35,22:40,일,2016-03-27,2016-05-31,B738,
LJ,LJ341,GMP,CJU,20:20,21:25,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ401,GMP,CJU,06:25,07:30,화수목금토일,2016-05-03,2016-05-08,B738,
LJ,LJ401,GMP,CJU,06:55,08:00,화수목금토,2016-05-17,2016-05-31,B738,
LJ,LJ401,GMP,CJU,06:55,08:00,화수목,2016-06-01,2016-06-08,B738,
LJ,LJ401,GMP,CJU,06:55,08:00,화수목금토,2016-05-10,2016-05-14,B738,
LJ,LJ401,GMP,CJU,06:55,08:00,화수목금토,2016-04-15,2016-04-30,B738,
LJ,LJ402,CJU,GMP,08:40,09:45,화수목금토,2016-04-15,2016-04-30,B738,
LJ,LJ402,CJU,GMP,08:40,09:45,화수목,2016-06-01,2016-06-08,B738,
LJ,LJ402,CJU,GMP,07:10,08:15,토,2016-06-04,2016-06-04,B738,
LJ,LJ402,CJU,GMP,10:05,11:10,일,2016-05-08,2016-05-08,B738,
LJ,LJ402,CJU,GMP,08:40,09:45,화수목금토,2016-05-17,2016-05-31,B738,
LJ,LJ402,CJU,GMP,08:40,09:45,화수목금토,2016-05-04,2016-05-14,B738,
LJ,LJ402,CJU,GMP,08:35,09:40,화,2016-05-03,2016-05-03,B738,
LJ,LJ402,CJU,GMP,07:55,09:00,월일,2016-05-16,2016-05-30,B738,
LJ,LJ402,CJU,GMP,07:55,09:00,일,2016-05-15,2016-05-15,B738,
LJ,LJ403,GMP,CJU,10:25,11:30,월화수목일,2016-05-16,2016-05-31,B738,
LJ,LJ403,GMP,CJU,10:25,11:30,화수목일,2016-05-10,2016-05-15,B738,
LJ,LJ403,GMP,CJU,10:25,11:30,수목,2016-06-01,2016-06-08,B738,
LJ,LJ403,GMP,CJU,11:10,12:15,화,2016-06-07,2016-06-07,B738,
LJ,LJ403,GMP,CJU,12:00,13:05,월수일,2016-05-01,2016-05-08,B738,
LJ,LJ403,GMP,CJU,08:55,10:00,토,2016-06-04,2016-06-04,B738,
LJ,LJ403,GMP,CJU,11:25,12:30,목토,2016-05-05,2016-05-07,B738,
LJ,LJ403,GMP,CJU,11:25,12:30,토,2016-05-21,2016-05-28,B738,
LJ,LJ403,GMP,CJU,11:25,12:30,토,2016-05-14,2016-05-14,B738,
LJ,LJ403,GMP,CJU,10:25,11:30,월화수목금토일,2016-04-15,2016-04-27,B738,
LJ,LJ403,GMP,CJU,11:45,12:50,월,2016-05-09,2016-05-09,B738,
LJ,LJ404,CJU,GMP,13:05,14:10,월화수목금토일,2016-04-15,2016-04-27,B738,
LJ,LJ404,CJU,GMP,12:35,13:40,수목,2016-06-01,2016-06-08,B738,
LJ,LJ404,CJU,GMP,13:00,14:05,화,2016-06-07,2016-06-07,B738,
LJ,LJ404,CJU,GMP,10:30,11:35,토,2016-06-04,2016-06-04,B738,
LJ,LJ404,CJU,GMP,13:35,14:40,일,2016-05-01,2016-05-08,B738,
LJ,LJ404,CJU,GMP,13:30,14:35,월수,2016-05-02,2016-05-09,B738,
LJ,LJ404,CJU,GMP,13:15,14:20,토,2016-05-21,2016-05-28,B738,
LJ,LJ404,CJU,GMP,13:15,14:20,토,2016-05-07,2016-05-14,B738,
LJ,LJ404,CJU,GMP,12:10,13:15,월화수목일,2016-05-16,2016-05-31,B738,
LJ,LJ404,CJU,GMP,12:10,13:15,화수목일,2016-05-10,2016-05-15,B738,
LJ,LJ405,GMP,CJU,14:35,15:40,수,2016-06-01,2016-06-08,B738,
LJ,LJ405,GMP,CJU,15:45,16:50,수,2016-05-04,2016-05-04,B738,
LJ,LJ406,CJU,GMP,17:35,18:40,수,2016-05-04,2016-05-04,B738,
LJ,LJ406,CJU,GMP,17:30,18:35,목,2016-05-05,2016-05-05,B738,
LJ,LJ406,CJU,GMP,16:35,17:40,수,2016-06-01,2016-06-08,B738,
LJ,LJ407,GMP,CJU,19:35,20:40,월목,2016-04-25,2016-04-28,B738,
LJ,LJ407,GMP,CJU,20:40,21:45,금,2016-06-03,2016-06-03,B738,
LJ,LJ407,GMP,CJU,19:25,20:30,월화일,2016-05-01,2016-05-03,B738,
LJ,LJ407,GMP,CJU,19:25,20:30,월,2016-05-09,2016-05-09,B738,
LJ,LJ407,GMP,CJU,17:55,19:00,화수일,2016-05-10,2016-05-15,B738,
LJ,LJ407,GMP,CJU,17:55,19:00,월화수일,2016-05-16,2016-05-31,B738,
LJ,LJ407,GMP,CJU,17:55,19:00,월화수목금토일,2016-04-15,2016-04-24,B738,
LJ,LJ407,GMP,CJU,17:55,19:00,화수,2016-04-26,2016-04-27,B738,
LJ,LJ407,GMP,CJU,17:55,19:00,화,2016-06-07,2016-06-07,B738,
LJ,LJ407,GMP,CJU,18:25,19:30,수,2016-06-01,2016-06-08,B738,
LJ,LJ407,GMP,CJU,19:35,20:40,목,2016-06-02,2016-06-02,B738,
LJ,LJ407,GMP,CJU,18:30,19:35,월일,2016-06-05,2016-06-06,B738,
LJ,LJ408,CJU,GMP,19:30,20:35,수,2016-05-18,2016-05-25,B738,
LJ,LJ408,CJU,GMP,19:40,20:45,월화일,2016-05-16,2016-05-31,B738,
LJ,LJ408,CJU,GMP,19:40,20:45,화일,2016-05-10,2016-05-15,B738,
LJ,LJ408,CJU,GMP,21:15,22:20,월화일,2016-05-01,2016-05-03,B738,
LJ,LJ408,CJU,GMP,21:15,22:20,월,2016-05-09,2016-05-09,B738,
LJ,LJ408,CJU,GMP,21:15,22:20,월화수목금토일,2016-04-15,2016-04-28,B738,
LJ,LJ408,CJU,GMP,19:30,20:35,화,2016-06-07,2016-06-07,B738,
LJ,LJ408,CJU,GMP,20:15,21:20,월일,2016-06-05,2016-06-06,B738,
LJ,LJ408,CJU,GMP,21:15,22:20,수,2016-06-01,2016-06-01,B738,
LJ,LJ408,CJU,GMP,21:20,22:25,목,2016-06-02,2016-06-02,B738,
LJ,LJ408,CJU,GMP,19:30,20:35,수,2016-05-11,2016-05-11,B738,
LJ,LJ409,GMP,CJU,20:40,21:45,일,2016-05-29,2016-05-29,B738,
LJ,LJ409,GMP,CJU,20:40,21:45,토일,2016-05-21,2016-05-28,B738,
LJ,LJ409,GMP,CJU,20:40,21:45,토일,2016-05-14,2016-05-15,B738,
LJ,LJ411,GMP,CJU,06:55,08:00,월,2016-05-09,2016-05-09,B738,
LJ,LJ411,GMP,CJU,06:25,07:30,월,2016-05-02,2016-05-02,B738,
LJ,LJ411,GMP,CJU,14:15,15:20,금,2016-05-13,2016-05-13,B738,
LJ,LJ411,GMP,CJU,14:15,15:20,금,2016-05-20,2016-05-27,B738,
LJ,LJ411,GMP,CJU,06:25,07:30,월,2016-06-06,2016-06-06,B738,
LJ,LJ411,GMP,CJU,14:15,15:20,금,2016-04-29,2016-04-29,B738,
LJ,LJ412,CJU,GMP,16:20,17:25,금,2016-05-20,2016-05-27,B738,
LJ,LJ412,CJU,GMP,09:35,10:40,월,2016-05-02,2016-05-09,B738,
LJ,LJ412,CJU,GMP,16:20,17:25,금,2016-05-13,2016-05-13,B738,
LJ,LJ412,CJU,GMP,16:20,17:25,금,2016-04-29,2016-04-29,B738,
LJ,LJ412,CJU,GMP,09:35,10:40,월,2016-06-06,2016-06-06,B738,
LJ,LJ551,CJJ,CJU,07:40,08:40,월화수목금토일,2016-09-01,2016-10-29,B738,
LJ,LJ551,CJJ,CJU,07:40,08:40,월화수목금토일,2016-03-27,2016-05-31,B738,
LJ,LJ551,CJJ,CJU,07:40,08:40,화수목,2016-06-01,2016-08-31,B738,
LJ,LJ552,CJU,CJJ,09:20,10:20,월화수목금토일,2016-09-01,2016-10-29,B738,
LJ,LJ552,CJU,CJJ,09:20,10:20,월화수목금토일,2016-03-27,2016-05-31,B738,
LJ,LJ552,CJU,CJJ,09:20,10:20,화수목토,2016-06-01,2016-08-31,B738,
LJ,LJ552,CJU,CJJ,09:20,10:20,일,2016-03-27,2016-03-27,B738,
LJ,LJ553,CJJ,CJU,10:55,11:55,월화수목금토일,2016-03-27,2016-05-31,B738,
LJ,LJ553,CJJ,CJU,10:55,11:55,월수,2016-06-01,2016-08-31,B738,
LJ,LJ553,CJJ,CJU,10:55,11:55,월화수목금토일,2016-09-01,2016-10-29,B738,
LJ,LJ554,CJU,CJJ,13:50,14:50,월화수목금,2016-06-01,2016-08-31,B738,
LJ,LJ554,CJU,CJJ,13:50,14:50,월화수목금토일,2016-09-01,2016-10-29,B738,
LJ,LJ554,CJU,CJJ,13:50,14:50,월화수목금토일,2016-03-27,2016-05-31,B738,
LJ,LJ557,CJJ,CJU,15:30,16:35,화,2016-03-27,2016-08-31,B738,
LJ,LJ557,CJJ,CJU,15:30,16:30,월화수목금토일,2016-09-01,2016-10-29,B738,
LJ,LJ557,CJJ,CJU,15:30,16:30,월수목금토일,2016-03-27,2016-05-31,B738,
LJ,LJ557,CJJ,CJU,15:30,16:30,월수목금,2016-06-01,2016-08-31,B738,
LJ,LJ558,CJU,CJJ,17:35,18:35,목금,2016-03-27,2016-05-31,B738,
LJ,LJ558,CJU,CJJ,17:30,18:30,월화수목금토일,2016-09-01,2016-10-29,B738,
LJ,LJ558,CJU,CJJ,17:30,18:30,월화수토일,2016-03-27,2016-05-31,B738,
LJ,LJ558,CJU,CJJ,17:30,18:30,화수,2016-06-01,2016-08-31,B738,
LJ,LJ559,CJJ,CJU,19:20,20:20,월화수목금토일,2016-03-27,2016-05-31,B738,
LJ,LJ559,CJJ,CJU,19:20,20:20,월화수목금토일,2016-09-01,2016-10-29,B738,
LJ,LJ559,CJJ,CJU,19:20,20:20,월화수일,2016-06-01,2016-08-31,B738,
LJ,LJ560,CJU,CJJ,21:05,22:05,월화수목금토일,2016-09-01,2016-10-29,B738,
LJ,LJ560,CJU,CJJ,21:05,22:05,월화수목금토일,2016-03-27,2016-05-31,B738,
LJ,LJ560,CJU,CJJ,21:05,22:05,월화수목금,2016-06-01,2016-08-31,B738,
LJ,LJ561,PUS,CJU,07:50,08:45,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ562,CJU,PUS,10:30,11:25,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ563,PUS,CJU,12:10,13:10,화수토일,2016-03-27,2016-10-29,B738,
LJ,LJ563,PUS,CJU,12:35,13:30,월목금,2016-03-27,2016-10-29,B738,
LJ,LJ564,CJU,PUS,12:35,13:30,월화수목토일,2016-03-27,2016-10-29,B738,
LJ,LJ564,CJU,PUS,12:35,13:35,금,2016-03-27,2016-10-29,B738,
LJ,LJ565,PUS,CJU,14:00,14:55,월화목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ566,CJU,PUS,17:10,18:05,월화수목금토일,2016-03-27,2016-10-29,B738,
LJ,LJ567,PUS,CJU,18:35,19:30,월화수금토,2016-09-25,2016-10-29,B738,
LJ,LJ567,PUS,CJU,18:30,19:25,목일,2016-09-25,2016-10-29,B738,
