항공사,편명,공항,상대공항,출발시간,도착시간,운항요일,시작일자,종료일자,기종,비고
LJ,LJ567,PUS,CJU,18:30,19:25,월화수목금토일,2016-03-27,2016-09-24,B738,
LJ,LJ568,CJU,PUS,20:10,21:05,월화수목금토,2016-03-27,2016-10-29,B738,
LJ,LJ568,CJU,PUS,19:55,20:50,일,2016-03-27,2016-10-29,B738,
LJ,LJ581,GMP,CJU,08:55,10:00,금토,2016-05-07,2016-05-31,B738,
LJ,LJ581,GMP,CJU,06:50,07:55,일,2016-03-27,2016-03-27,B738,
LJ,LJ582,CJU,GMP,12:05,13:10,일,2016-03-27,2016-03-27,B738,
LJ,LJ582,CJU,GMP,11:05,12:10,금토,2016-05-07,2016-05-31,B738,
LJ,LJ583,GMP,CJU,15:35,16:40,토,2016-03-27,2016-05-31,B738,
LJ,LJ584,CJU,GMP,18:35,19:40,토,2016-03-27,2016-05-31,B738,
LJ,LJ586,CJU,GMP,21:35,22:40,목금,2016-03-27,2016-05-31,B738,
KE,KE1001,PUS,CJU,07:30,08:25,월화수목금토일,2016-03-27,2016-05-10,B738,
KE,KE1001,PUS,CJU,07:30,08:25,월화목금토일,2016-05-04,2016-10-29,73,
KE,KE1001,PUS,CJU,07:20,08:15,수,2016-05-04,2016-10-29,73,
KE,KE1002,CJU,PUS,09:00,09:55,월화수목금토일,2016-03-27,2016-05-10,B738,
KE,KE1002,CJU,PUS,09:00,09:55,월화목금토일,2016-05-04,2016-10-29,73,
KE,KE1002,CJU,PUS,08:50,09:45,수,2016-05-04,2016-10-29,73,
KE,KE1003,PUS,CJU,07:55,08:50,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1004,CJU,PUS,12:00,12:55,월화수목금토일,2016-03-27,2016-10-29,A333,
KE,KE1005,PUS,CJU,10:10,11:05,월화수목금토일,2016-03-27,2016-10-29,A333,
KE,KE1006,CJU,PUS,17:40,18:35,화목토,2016-03-27,2016-10-29,B738,
KE,KE1006,CJU,PUS,17:00,17:55,금일,2016-03-27,2016-10-29,B738,
KE,KE1007,PUS,CJU,13:45,14:40,월화수목금토일,2016-03-27,2016-10-29,A333,
KE,KE1009,PUS,CJU,16:10,17:05,화목토,2016-03-27,2016-10-29,B738,
KE,KE1009,PUS,CJU,15:25,16:20,금일,2016-03-27,2016-10-29,B738,
KE,KE1010,CJU,PUS,18:00,18:55,월화수목금토일,2016-03-27,2016-10-29,A333,
KE,KE1011,PUS,CJU,15:05,16:00,화목토,2016-03-27,2016-10-29,B738,
KE,KE1012,CJU,PUS,20:00,20:55,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1014,CJU,PUS,20:35,21:30,금일,2016-03-27,2016-10-29,B738,
KE,KE1015,PUS,CJU,18:35,19:30,금일,2016-03-27,2016-10-29,B738,
KE,KE1016,CJU,PUS,20:40,21:35,월수금,2016-03-27,2016-10-29,B738,
KE,KE1017,PUS,CJU,19:30,20:25,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1018,CJU,PUS,21:05,22:00,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1100,PUS,GMP,07:00,07:55,월화수목금,2016-03-27,2016-10-29,B738,
KE,KE1100,PUS,GMP,07:30,08:25,토,2016-03-27,2016-10-29,B738,
KE,KE1101,GMP,PUS,07:00,07:55,월화수목금일,2016-03-27,2016-10-29,B738,
KE,KE1102,PUS,GMP,08:30,09:25,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1103,GMP,PUS,08:00,08:55,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1104,PUS,GMP,09:30,10:25,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1105,GMP,PUS,09:00,09:55,월화수목금토,2016-03-27,2016-10-29,B738,
KE,KE1106,PUS,GMP,10:30,11:25,월화수목금,2016-03-27,2016-10-29,B738,
KE,KE1107,GMP,PUS,10:00,10:55,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1108,PUS,GMP,11:30,12:25,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1109,GMP,PUS,11:00,11:55,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1110,PUS,GMP,12:30,13:25,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1111,GMP,PUS,12:00,12:55,월화수목금,2016-03-27,2016-10-29,B738,
KE,KE1112,PUS,GMP,13:30,14:25,월화수목금일,2016-03-27,2016-10-29,B738,
KE,KE1113,GMP,PUS,13:00,13:55,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1114,PUS,GMP,14:30,15:25,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1115,GMP,PUS,14:00,14:55,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1116,PUS,GMP,15:30,16:25,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1117,GMP,PUS,15:00,15:55,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1118,PUS,GMP,16:30,17:25,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1119,GMP,PUS,16:00,16:55,월화수목금,2016-03-27,2016-10-29,B738,
KE,KE1120,PUS,GMP,17:30,18:25,월화수목금,2016-03-27,2016-10-29,B738,
KE,KE1121,GMP,PUS,17:00,17:55,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1122,PUS,GMP,18:30,19:25,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1123,GMP,PUS,18:00,18:55,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1124,PUS,GMP,19:30,20:25,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1125,GMP,PUS,19:00,19:55,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1126,PUS,GMP,20:30,21:25,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1127,GMP,PUS,20:10,21:05,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1200,CJU,GMP,07:00,08:05,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1201,GMP,CJU,07:05,08:10,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1202,CJU,GMP,08:00,09:05,월화수목금토일,2016-10-17,2016-10-29,B738,
KE,KE1202,CJU,GMP,08:00,09:05,월화수목금토일,2016-03-27,2016-05-29,B738,
KE,KE1202,CJU,GMP,08:00,09:05,화수목금토일,2016-05-31,2016-10-16,B738,
KE,KE1202,CJU,GMP,07:35,08:45,월,2016-05-30,2016-10-10,B738,
KE,KE1203,GMP,CJU,07:20,08:30,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1204,CJU,GMP,08:50,10:00,월,2016-03-27,2016-10-29,B738,
KE,KE1204,CJU,GMP,08:15,09:25,토일,2016-03-27,2016-10-29,B738,
KE,KE1205,GMP,CJU,08:00,09:10,월화수목금토일,2016-03-27,2016-06-30,74,
KE,KE1205,GMP,CJU,08:00,09:10,월화수목금토일,2016-09-01,2016-10-29,B744,
KE,KE1205,GMP,CJU,08:00,09:10,월화수목금토일,2016-07-01,2016-08-31,B772,
KE,KE1206,CJU,GMP,09:25,10:35,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1207,GMP,CJU,08:30,09:40,수금토일,2016-03-27,2016-10-29,B738,
KE,KE1208,CJU,GMP,10:45,11:55,금일,2016-03-27,2016-10-29,B738,
KE,KE1209,GMP,CJU,09:00,10:10,월화수목금토일,2016-03-27,2016-10-29,B744,
KE,KE1210,CJU,GMP,10:10,11:20,월화수목금토일,2016-09-01,2016-10-29,B744,
KE,KE1210,CJU,GMP,10:10,11:20,월화수목금토일,2016-07-01,2016-08-31,B772,
KE,KE1210,CJU,GMP,10:10,11:20,월화수목금토일,2016-03-27,2016-06-30,B744,
KE,KE1211,GMP,CJU,09:15,10:25,월화수목금토일,2016-03-27,2016-10-29,B744,
KE,KE1212,CJU,GMP,12:35,13:40,목,2016-07-28,2016-10-27,B738,
KE,KE1212,CJU,GMP,10:20,11:30,일,2016-03-27,2016-10-29,B738,
KE,KE1212,CJU,GMP,10:15,11:20,토,2016-04-30,2016-06-04,B738,
KE,KE1212,CJU,GMP,10:15,11:20,토,2016-07-30,2016-10-29,B738,
KE,KE1213,GMP,CJU,14:25,15:30,목,2016-07-28,2016-10-27,B738,
KE,KE1213,GMP,CJU,09:25,10:30,월일,2016-03-27,2016-10-29,B738,
KE,KE1214,CJU,GMP,11:10,12:15,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1215,GMP,CJU,10:00,11:10,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1216,CJU,GMP,13:05,14:10,금,2016-07-29,2016-10-28,B738,
KE,KE1216,CJU,GMP,13:05,14:10,금,2016-04-29,2016-06-03,B738,
KE,KE1216,CJU,GMP,11:30,12:35,월화수목토일,2016-03-27,2016-10-29,B738,
KE,KE1217,GMP,CJU,10:40,11:50,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1218,CJU,GMP,11:35,12:45,월화수목금토일,2016-03-27,2016-10-29,B744,
KE,KE1219,GMP,CJU,11:10,12:15,월화수목금토일,2016-03-27,2016-07-17,B738,
KE,KE1219,GMP,CJU,11:10,12:15,금일,2016-07-22,2016-08-28,B744,
KE,KE1219,GMP,CJU,11:10,12:15,월화수목금토일,2016-08-29,2016-10-29,B738,
KE,KE1219,GMP,CJU,11:10,12:15,월화수목토,2016-07-18,2016-08-27,B738,
KE,KE1220,CJU,GMP,11:45,12:50,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1221,GMP,CJU,11:20,12:30,화목토,2016-03-27,2016-10-29,B738,
KE,KE1222,CJU,GMP,12:50,14:00,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1223,GMP,CJU,12:20,13:30,월화수목금토일,2016-07-01,2016-08-31,B772,
KE,KE1223,GMP,CJU,12:20,13:30,월화수목금토일,2016-09-01,2016-10-29,B744,
KE,KE1223,GMP,CJU,12:20,13:30,월화수목금토일,2016-03-27,2016-06-30,B744,
KE,KE1224,CJU,GMP,13:30,14:40,수,2016-07-27,2016-10-26,B738,
KE,KE1224,CJU,GMP,13:30,14:40,월,2016-03-27,2016-10-10,B738,
KE,KE1224,CJU,GMP,13:30,14:40,수,2016-03-27,2016-06-01,B738,
KE,KE1224,CJU,GMP,13:30,14:40,화목,2016-03-27,2016-10-29,B738,
KE,KE1224,CJU,GMP,13:20,14:25,금일,2016-09-02,2016-10-29,B738,
KE,KE1224,CJU,GMP,13:20,14:25,금일,2016-03-27,2016-07-17,B738,
KE,KE1224,CJU,GMP,13:20,14:25,금일,2016-07-22,2016-08-28,B744,
KE,KE1225,GMP,CJU,14:50,16:00,금,2016-04-29,2016-06-03,B738,
KE,KE1225,GMP,CJU,13:10,14:20,월화토일,2016-10-03,2016-10-29,B738,
KE,KE1225,GMP,CJU,13:10,14:20,수목,2016-05-04,2016-05-26,B772,
KE,KE1225,GMP,CJU,13:10,14:20,월화목토일,2016-08-29,2016-09-04,B738,
KE,KE1225,GMP,CJU,13:10,14:20,수목,2016-07-20,2016-08-31,B772,
KE,KE1225,GMP,CJU,13:10,14:20,월화수목토일,2016-03-27,2016-05-01,B738,
KE,KE1225,GMP,CJU,13:10,14:20,월화수목토일,2016-09-05,2016-10-02,B738,
KE,KE1225,GMP,CJU,13:10,14:20,월화수목토일,2016-05-30,2016-07-17,B738,
KE,KE1225,GMP,CJU,13:10,14:20,월화토일,2016-07-18,2016-08-28,B738,
KE,KE1225,GMP,CJU,14:50,16:00,금,2016-07-29,2016-10-28,B738,
KE,KE1225,GMP,CJU,13:10,14:20,수목,2016-10-05,2016-10-29,B772,
KE,KE1225,GMP,CJU,13:10,14:20,월화토일,2016-05-02,2016-05-29,B738,
KE,KE1227,GMP,CJU,11:55,13:00,토,2016-04-30,2016-06-04,B738,
KE,KE1227,GMP,CJU,12:40,13:50,일,2016-03-27,2016-10-29,B738,
KE,KE1227,GMP,CJU,11:55,13:00,토,2016-07-30,2016-10-29,B738,
KE,KE1227,GMP,CJU,13:25,14:30,월화수목금,2016-03-27,2016-10-29,B738,
KE,KE1228,CJU,GMP,13:35,14:45,화토,2016-03-27,2016-10-29,B738,
KE,KE1229,GMP,CJU,13:30,14:40,월화수목금토일,2016-03-27,2016-10-29,B744,
KE,KE1230,CJU,GMP,14:30,15:40,월화수목금토일,2016-09-01,2016-10-29,B744,
KE,KE1230,CJU,GMP,14:30,15:40,월화수목금토일,2016-03-27,2016-06-30,B744,
KE,KE1230,CJU,GMP,14:30,15:40,월화수목금토일,2016-07-01,2016-08-31,B772,
KE,KE1231,GMP,CJU,13:55,15:05,일,2016-04-03,2016-04-24,B772,
KE,KE1231,GMP,CJU,13:45,14:55,월금,2016-03-27,2016-04-22,B772,
KE,KE1231,GMP,CJU,13:35,14:45,토,2016-04-02,2016-10-29,B738,
KE,KE1231,GMP,CJU,13:45,14:55,월금일,2016-04-25,2016-10-29,B772,
KE,KE1232,CJU,GMP,15:15,16:25,화목토,2016-03-27,2016-10-29,B738,
KE,KE1233,GMP,CJU,14:00,15:10,화수목금토일,2016-07-05,2016-10-29,B744,
KE,KE1233,GMP,CJU,14:00,15:10,화수목금토일,2016-03-27,2016-06-05,B744,
KE,KE1233,GMP,CJU,14:00,15:10,화수목,2016-06-07,2016-06-30,B772,
KE,KE1233,GMP,CJU,14:00,15:10,금토일,2016-06-10,2016-07-03,B744,
KE,KE1234,CJU,GMP,15:10,16:20,월화금,2016-03-27,2016-10-29,B738,
KE,KE1234,CJU,GMP,15:10,16:20,수목,2016-05-04,2016-05-26,B772,
KE,KE1234,CJU,GMP,15:10,16:20,수목,2016-07-20,2016-08-31,B772,
KE,KE1234,CJU,GMP,15:10,16:20,수목,2016-03-27,2016-04-28,B738,
KE,KE1234,CJU,GMP,15:10,16:20,수목,2016-09-01,2016-09-29,B738,
KE,KE1234,CJU,GMP,15:10,16:20,수목,2016-10-05,2016-10-27,B772,
KE,KE1234,CJU,GMP,15:10,16:20,수목,2016-06-01,2016-07-14,B738,
KE,KE1236,CJU,GMP,15:40,16:50,월화수목금토일,2016-03-27,2016-10-29,B744,
KE,KE1237,GMP,CJU,14:50,15:55,화목일,2016-03-27,2016-10-29,B738,
KE,KE1238,CJU,GMP,15:25,16:35,토,2016-03-27,2016-10-29,B738,
KE,KE1238,CJU,GMP,16:00,17:10,월금일,2016-03-28,2016-10-29,B772,
KE,KE1239,GMP,CJU,15:20,16:25,월화수토,2016-03-28,2016-10-29,B738,
KE,KE1240,CJU,GMP,16:10,17:20,화수목금토일,2016-07-05,2016-10-29,B744,
KE,KE1240,CJU,GMP,16:10,17:20,화수목금토일,2016-03-27,2016-06-05,74,
KE,KE1240,CJU,GMP,16:10,17:20,금토일,2016-06-10,2016-07-03,B744,
KE,KE1240,CJU,GMP,16:10,17:20,화수목,2016-06-07,2016-06-30,B772,
KE,KE1241,GMP,CJU,14:20,15:30,월,2016-05-30,2016-10-10,B738,
KE,KE1241,GMP,CJU,14:35,15:45,일,2016-03-28,2016-10-29,B738,
KE,KE1241,GMP,CJU,15:30,16:40,월화수목토,2016-03-28,2016-05-28,B738,
KE,KE1241,GMP,CJU,15:30,16:40,화수토,2016-05-31,2016-06-08,B738,
KE,KE1241,GMP,CJU,15:30,16:40,화수토,2016-07-26,2016-10-15,B738,
KE,KE1241,GMP,CJU,15:30,16:40,화수,2016-06-14,2016-07-20,B738,
KE,KE1241,GMP,CJU,15:30,16:40,월화수목토,2016-10-17,2016-10-29,B738,
KE,KE1241,GMP,CJU,15:20,16:30,금,2016-04-01,2016-10-28,B738,
KE,KE1242,CJU,GMP,16:30,17:35,일,2016-03-27,2016-10-29,B738,
KE,KE1242,CJU,GMP,16:30,17:40,월화수목토,2016-03-27,2016-10-29,B738,
KE,KE1243,GMP,CJU,15:55,17:05,금,2016-04-01,2016-10-28,B738,
KE,KE1243,GMP,CJU,16:20,17:30,일,2016-03-27,2016-05-22,B738,
KE,KE1244,CJU,GMP,17:00,18:10,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1245,GMP,CJU,16:00,17:10,일,2016-05-29,2016-06-05,B744,
KE,KE1245,GMP,CJU,16:00,17:10,화목금토일,2016-06-07,2016-07-24,B738,
KE,KE1245,GMP,CJU,16:00,17:10,화수목금토일,2016-07-26,2016-10-29,B738,
KE,KE1245,GMP,CJU,16:00,17:10,화수목금토,2016-05-31,2016-06-04,B738,
KE,KE1245,GMP,CJU,16:00,17:10,월화수목금토일,2016-03-27,2016-05-28,B738,
KE,KE1246,CJU,GMP,17:15,18:25,월수토,2016-08-29,2016-10-29,B738,
KE,KE1246,CJU,GMP,17:15,18:25,월수금토,2016-03-27,2016-06-10,B738,
KE,KE1246,CJU,GMP,17:15,18:25,월수금토,2016-07-25,2016-08-27,B738,
KE,KE1246,CJU,GMP,17:15,18:25,월수금,2016-06-13,2016-07-22,B738,
KE,KE1246,CJU,GMP,16:30,17:40,금,2016-09-02,2016-10-29,B738,
KE,KE1247,GMP,CJU,16:40,17:50,월화수목금토일,2016-09-01,2016-10-29,B744,
KE,KE1247,GMP,CJU,16:40,17:50,월화수목금토일,2016-03-27,2016-06-30,B744,
KE,KE1247,GMP,CJU,16:40,17:50,월화수목금토일,2016-07-01,2016-08-31,B772,
KE,KE1248,CJU,GMP,17:45,18:50,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1249,GMP,CJU,17:10,18:20,화목토,2016-03-29,2016-10-29,B738,
KE,KE1250,CJU,GMP,18:35,19:40,일,2016-03-27,2016-05-22,B738,
KE,KE1251,GMP,CJU,17:50,19:00,월화수목금토일,2016-03-27,2016-10-29,B744,
KE,KE1252,CJU,GMP,18:10,19:20,화수목금일,2016-06-07,2016-10-28,B738,
KE,KE1252,CJU,GMP,18:10,19:20,화수목금일,2016-03-27,2016-05-27,B738,
KE,KE1252,CJU,GMP,18:10,19:20,화수목금,2016-05-31,2016-06-03,B738,
KE,KE1252,CJU,GMP,18:10,19:20,일,2016-05-29,2016-06-05,B744,
KE,KE1252,CJU,GMP,18:10,19:15,월토,2016-03-27,2016-10-29,B738,
KE,KE1253,GMP,CJU,18:20,19:30,화수목금토일,2016-03-27,2016-10-29,B744,
KE,KE1253,GMP,CJU,18:20,19:30,월,2016-03-28,2016-10-24,B738,
KE,KE1254,CJU,GMP,19:00,20:10,월화수목금토일,2016-03-27,2016-06-30,B744,
KE,KE1254,CJU,GMP,19:00,20:10,월화수목금토일,2016-09-01,2016-10-29,B744,
KE,KE1254,CJU,GMP,19:00,20:10,월화수목금토일,2016-07-01,2016-08-31,B772,
KE,KE1255,GMP,CJU,17:10,18:20,금,2016-04-01,2016-10-28,B738,
KE,KE1255,GMP,CJU,17:30,18:40,월화수목토,2016-03-28,2016-10-29,B738,
KE,KE1256,CJU,GMP,19:15,20:25,월화수목토,2016-03-27,2016-10-29,B738,
KE,KE1256,CJU,GMP,18:55,20:05,금,2016-03-27,2016-10-29,B738,
KE,KE1257,GMP,CJU,18:45,19:55,월화수목금토,2016-03-28,2016-10-29,B738,
KE,KE1257,GMP,CJU,18:10,19:15,일,2016-03-27,2016-10-29,B738,
KE,KE1258,CJU,GMP,20:00,21:10,월화수목금토일,2016-03-27,2016-10-29,B744,
KE,KE1259,GMP,CJU,19:10,20:20,수금,2016-03-30,2016-10-28,B738,
KE,KE1259,GMP,CJU,19:50,20:55,월토일,2016-03-27,2016-10-29,B738,
KE,KE1260,CJU,GMP,20:30,21:40,월,2016-03-27,2016-10-29,B738,
KE,KE1260,CJU,GMP,20:30,21:40,화수목금토일,2016-03-27,2016-10-29,B744,
KE,KE1261,GMP,CJU,19:25,20:30,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1262,CJU,GMP,20:50,22:00,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1263,GMP,CJU,20:25,21:35,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1264,CJU,GMP,21:15,22:20,일,2016-03-27,2016-10-29,B738,
KE,KE1264,CJU,GMP,21:10,22:20,월화수목금토,2016-03-27,2016-10-29,B738,
KE,KE1265,GMP,CJU,21:00,22:10,수토일,2016-09-07,2016-09-11,B738,
KE,KE1265,GMP,CJU,21:00,22:10,월화수목금토일,2016-09-12,2016-10-29,B738,
KE,KE1265,GMP,CJU,21:00,22:10,수토일,2016-07-13,2016-07-17,B738,
KE,KE1265,GMP,CJU,21:00,22:10,월화수목금토일,2016-04-30,2016-06-12,B738,
KE,KE1265,GMP,CJU,21:00,22:10,월화수일,2016-08-29,2016-09-04,B738,
KE,KE1265,GMP,CJU,21:00,22:10,월화수목금토일,2016-07-18,2016-08-28,B738,
KE,KE1265,GMP,CJU,21:00,22:10,수일,2016-06-15,2016-07-10,B738,
KE,KE1266,CJU,GMP,06:50,07:55,월화수목금토일,2016-05-01,2016-05-29,B738,
KE,KE1266,CJU,GMP,06:50,07:55,월화수목금토일,2016-10-17,2016-10-29,B738,
KE,KE1266,CJU,GMP,06:50,07:55,화수금토일,2016-05-31,2016-06-12,B738,
KE,KE1266,CJU,GMP,06:50,07:55,화수금토일,2016-07-17,2016-08-31,B738,
KE,KE1266,CJU,GMP,06:50,07:55,화수금토일,2016-09-11,2016-10-16,B738,
KE,KE1267,GMP,CJU,21:10,22:20,금,2016-04-01,2016-10-29,B738,
KE,KE1331,GMP,RSU,07:40,08:35,금일,2016-03-27,2016-10-29,B738,
KE,KE1331,GMP,RSU,08:40,09:35,월화수목토,2016-03-27,2016-10-29,B738,
KE,KE1332,RSU,GMP,16:55,17:50,금일,2016-03-27,2016-10-29,B738,
KE,KE1332,RSU,GMP,10:10,11:05,월화수목토,2016-03-27,2016-10-29,B738,
KE,KE1333,GMP,RSU,18:40,19:35,화수목,2016-03-27,2016-10-29,B738,
KE,KE1333,GMP,RSU,16:50,17:45,월토,2016-03-27,2016-10-29,B738,
KE,KE1333,GMP,RSU,15:25,16:20,금일,2016-03-27,2016-10-29,B738,
KE,KE1334,RSU,GMP,19:30,20:25,금일,2016-03-27,2016-10-29,B738,
KE,KE1334,RSU,GMP,18:30,19:25,월토,2016-03-27,2016-10-29,B738,
KE,KE1334,RSU,GMP,20:15,21:10,화수목,2016-03-27,2016-10-29,B738,
KE,KE1401,ICN,PUS,08:25,09:30,월화수목금토일,2016-03-27,2016-10-29,B737,
KE,KE1402,PUS,ICN,07:05,08:10,월화수목금토일,2016-03-27,2016-10-29,B737,
KE,KE1403,ICN,PUS,18:25,19:30,월화목금일,2016-03-27,2016-10-29,B737,
KE,KE1404,PUS,ICN,10:40,11:45,월화수목금토일,2016-03-27,2016-10-29,B737,
KE,KE1405,ICN,PUS,17:15,18:20,월화수목금토일,2016-03-27,2016-10-29,B737,
KE,KE1406,PUS,ICN,13:30,14:35,월화수금토,2016-03-27,2016-10-29,B737,
KE,KE1407,ICN,PUS,19:35,20:40,월화수목금토일,2016-03-27,2016-10-29,B737,
KE,KE1408,PUS,ICN,16:20,17:25,월화수목금토일,2016-03-27,2016-10-29,B737,
KE,KE1411,ICN,TAE,19:30,20:25,월화수목금토일,2016-03-27,2016-10-29,B737,
KE,KE1412,TAE,ICN,07:05,08:05,월화수목금토일,2016-03-27,2016-10-29,B737,
KE,KE1413,ICN,TAE,08:00,08:55,월화수목금토일,2016-03-27,2016-10-29,B737,
KE,KE1414,TAE,ICN,16:45,17:45,월화수목금토일,2016-03-27,2016-10-29,B737,
KE,KE1531,GMP,KPO,08:40,09:30,월화수목금토일,2016-05-07,2016-10-29,B737,
KE,KE1532,KPO,GMP,10:05,10:55,월화수목금토일,2016-05-07,2016-10-29,B737,
KE,KE1533,GMP,KPO,17:00,17:50,월화수목금토일,2016-05-07,2016-10-29,B737,
KE,KE1534,KPO,GMP,18:25,19:15,월화수목금토일,2016-05-07,2016-10-29,B737,
KE,KE1603,GMP,USN,07:00,07:55,월화수목금토,2016-03-27,2016-10-29,B738,
KE,KE1604,USN,GMP,08:30,09:25,월화수목금토,2016-03-27,2016-10-29,B738,
KE,KE1605,GMP,USN,10:00,10:55,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1606,USN,GMP,11:30,12:25,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1609,GMP,USN,13:00,13:55,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1610,USN,GMP,14:30,15:25,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1613,GMP,USN,16:30,17:25,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1614,USN,GMP,18:00,18:55,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1615,GMP,USN,19:30,20:25,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1616,USN,GMP,21:15,22:10,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1631,GMP,HIN,06:55,07:50,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1632,HIN,GMP,08:30,09:25,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1633,GMP,HIN,19:00,19:55,월화수목금토,2016-03-27,2016-10-29,B738,
KE,KE1633,GMP,HIN,19:30,20:25,일,2016-03-27,2016-10-29,B738,
KE,KE1634,HIN,GMP,21:00,21:55,일,2016-03-27,2016-10-29,B738,
KE,KE1634,HIN,GMP,20:30,21:25,월화수목금토,2016-03-27,2016-10-29,B738,
KE,KE1800,CJU,TAE,07:25,08:25,월목,2016-05-30,2016-10-13,B738,
KE,KE1802,CJU,TAE,09:10,10:10,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1803,TAE,CJU,09:50,10:50,수,2016-03-27,2016-10-29,B738,
KE,KE1803,TAE,CJU,09:30,10:30,화목토,2016-03-27,2016-10-29,B738,
KE,KE1803,TAE,CJU,09:35,10:35,월금일,2016-03-27,2016-10-29,B738,
KE,KE1805,TAE,CJU,10:45,11:45,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1807,TAE,CJU,16:00,17:00,월목,2016-05-30,2016-10-13,B738,
KE,KE1808,CJU,TAE,15:10,16:10,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1810,CJU,TAE,16:45,17:45,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1811,TAE,CJU,18:25,19:25,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1821,USN,CJU,16:35,17:35,일,2016-03-27,2016-10-29,B738,
KE,KE1821,USN,CJU,13:35,14:35,금,2016-03-27,2016-10-29,B738,
KE,KE1822,CJU,USN,12:00,13:00,금,2016-03-27,2016-10-29,B738,
KE,KE1822,CJU,USN,14:40,15:40,일,2016-03-27,2016-10-29,B738,
KE,KE1831,HIN,CJU,16:05,16:55,금일,2016-03-27,2016-10-29,B738,
KE,KE1832,CJU,HIN,14:40,15:30,금일,2016-03-27,2016-10-29,B738,
KE,KE1851,WJU,CJU,13:30,14:40,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1852,CJU,WJU,11:25,12:35,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1900,CJU,KWJ,19:10,19:55,화목토일,2016-03-27,2016-10-29,B738,
KE,KE1901,KWJ,CJU,10:05,10:55,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1902,CJU,KWJ,08:45,09:30,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1903,KWJ,CJU,13:15,14:05,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1904,CJU,KWJ,11:55,12:40,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1905,KWJ,CJU,16:40,17:30,월화수목금토일,2016-03-27,2016-10-29,B738,
KE,KE1906,CJU,KWJ,15:20,16:05,월화수목금토일,2016-03-27,2016-10-29,B738,
