공항,상대공항,출도착(A도착D출발),날짜,계획시간,편명
CJJ,CSX,A,2015-02-23,22:40,CZ8567
CJJ,CSX,D,2015-02-23,23:40,CZ8568
CJJ,DLC,A,2015-02-26,17:00,ZE852
CJJ,DLC,A,2015-03-01,17:00,ZE852
CJJ,DLC,A,2015-03-05,17:00,ZE852
CJJ,DLC,A,2015-03-08,17:00,ZE852
CJJ,DLC,A,2015-03-12,17:00,ZE852
CJJ,DLC,A,2015-03-15,17:00,ZE852
CJJ,DLC,A,2015-03-19,17:00,ZE852
CJJ,DLC,A,2015-03-22,17:00,ZE852
CJJ,DLC,D,2015-02-26,13:30,ZE851
CJJ,DLC,D,2015-03-01,13:30,ZE851
CJJ,DLC,D,2015-03-05,13:30,ZE851
CJJ,DLC,D,2015-03-08,13:30,ZE851
CJJ,DLC,D,2015-03-12,13:30,ZE851
CJJ,DLC,D,2015-03-15,13:30,ZE851
CJJ,DLC,D,2015-03-19,13:30,ZE851
CJJ,DLC,D,2015-03-22,13:30,ZE851
CJJ,HGH,A,2015-02-23,17:45,KE812
CJJ,HGH,A,2015-02-27,17:45,KE812
CJJ,HGH,A,2015-03-02,17:45,KE812
CJJ,HGH,A,2015-03-06,17:45,KE812
CJJ,HGH,A,2015-03-09,17:45,KE812
CJJ,HGH,A,2015-03-13,17:45,KE812
CJJ,HGH,A,2015-03-16,17:45,KE812
CJJ,HGH,A,2015-03-20,17:45,KE812
CJJ,HGH,A,2015-03-23,17:45,KE812
CJJ,HGH,D,2015-02-23,12:20,KE811
CJJ,HGH,D,2015-02-27,12:20,KE811
CJJ,HGH,D,2015-03-02,12:20,KE811
CJJ,HGH,D,2015-03-06,12:20,KE811
CJJ,HGH,D,2015-03-09,12:20,KE811
CJJ,HGH,D,2015-03-13,12:20,KE811
CJJ,HGH,D,2015-03-16,12:20,KE811
CJJ,HGH,D,2015-03-20,12:20,KE811
CJJ,HGH,D,2015-03-23,12:20,KE811
CJJ,HKG,A,2015-02-23,07:20,KE9604
CJJ,HRB,A,2015-02-24,19:00,ZE862
CJJ,HRB,A,2015-02-24,20:15,CZ6055
CJJ,HRB,A,2015-02-27,21:25,CZ6055
CJJ,HRB,A,2015-02-28,19:00,ZE862
CJJ,HRB,A,2015-03-03,19:00,ZE862
CJJ,HRB,A,2015-03-03,20:15,CZ6055
CJJ,HRB,A,2015-03-06,21:25,CZ6055
CJJ,HRB,A,2015-03-07,19:00,ZE862
CJJ,HRB,A,2015-03-10,19:00,ZE862
CJJ,HRB,A,2015-03-10,20:15,CZ6055
CJJ,HRB,A,2015-03-13,21:25,CZ6055
CJJ,HRB,A,2015-03-14,19:00,ZE862
CJJ,HRB,A,2015-03-17,19:00,ZE862
CJJ,HRB,A,2015-03-17,20:15,CZ6055
CJJ,HRB,A,2015-03-20,21:25,CZ6055
CJJ,HRB,A,2015-03-21,19:00,ZE862
CJJ,HRB,D,2015-02-24,13:30,ZE861
CJJ,HRB,D,2015-02-24,21:15,CZ6056
CJJ,HRB,D,2015-02-27,22:25,CZ6056
CJJ,HRB,D,2015-02-28,13:30,ZE861
CJJ,HRB,D,2015-03-03,13:30,ZE861
CJJ,HRB,D,2015-03-03,21:15,CZ6056
CJJ,HRB,D,2015-03-06,22:25,CZ6056
CJJ,HRB,D,2015-03-07,13:30,ZE861
CJJ,HRB,D,2015-03-10,13:30,ZE861
CJJ,HRB,D,2015-03-10,21:15,CZ6056
CJJ,HRB,D,2015-03-13,22:25,CZ6056
CJJ,HRB,D,2015-03-14,13:30,ZE861
CJJ,HRB,D,2015-03-17,13:30,ZE861
CJJ,HRB,D,2015-03-17,21:15,CZ6056
CJJ,HRB,D,2015-03-20,22:25,CZ6056
CJJ,HRB,D,2015-03-21,13:30,ZE861
CJJ,PEK,A,2015-02-26,21:35,JD305
CJJ,PEK,A,2015-03-01,21:35,JD305
CJJ,PEK,A,2015-03-05,21:35,JD305
CJJ,PEK,A,2015-03-08,21:35,JD305
CJJ,PEK,A,2015-03-12,21:35,JD305
CJJ,PEK,A,2015-03-15,21:35,JD305
CJJ,PEK,A,2015-03-19,21:35,JD305
CJJ,PEK,A,2015-03-22,21:35,JD305
CJJ,PEK,D,2015-02-26,22:15,JD306
CJJ,PEK,D,2015-03-01,22:15,JD306
CJJ,PEK,D,2015-03-05,22:15,JD306
CJJ,PEK,D,2015-03-08,22:15,JD306
CJJ,PEK,D,2015-03-12,22:15,JD306
CJJ,PEK,D,2015-03-15,22:15,JD306
CJJ,PEK,D,2015-03-19,22:15,JD306
CJJ,PEK,D,2015-03-22,22:15,JD306
CJJ,PVG,A,2015-02-26,02:30,ZE822
CJJ,PVG,A,2015-02-26,10:25,HO1369
CJJ,PVG,A,2015-03-01,02:30,ZE822
CJJ,PVG,A,2015-03-01,10:25,HO1369
CJJ,PVG,A,2015-03-05,02:30,ZE822
CJJ,PVG,A,2015-03-05,10:25,HO1369
CJJ,PVG,A,2015-03-08,02:30,ZE822
CJJ,PVG,A,2015-03-08,10:25,HO1369
CJJ,PVG,A,2015-03-12,02:30,ZE822
CJJ,PVG,A,2015-03-12,10:25,HO1369
CJJ,PVG,A,2015-03-15,02:30,ZE822
CJJ,PVG,A,2015-03-15,10:25,HO1369
CJJ,PVG,A,2015-03-19,02:30,ZE822
CJJ,PVG,A,2015-03-19,10:25,HO1369
CJJ,PVG,A,2015-03-22,02:30,ZE822
CJJ,PVG,A,2015-03-22,10:25,HO1369
CJJ,PVG,D,2015-02-25,21:30,ZE821
CJJ,PVG,D,2015-02-26,11:25,HO1370
CJJ,PVG,D,2015-02-28,21:30,ZE821
CJJ,PVG,D,2015-03-01,11:25,HO1370
CJJ,PVG,D,2015-03-04,21:30,ZE821
CJJ,PVG,D,2015-03-05,11:25,HO1370
CJJ,PVG,D,2015-03-07,21:30,ZE821
CJJ,PVG,D,2015-03-08,11:25,HO1370
CJJ,PVG,D,2015-03-11,21:30,ZE821
CJJ,PVG,D,2015-03-12,11:25,HO1370
CJJ,PVG,D,2015-03-14,21:30,ZE821
CJJ,PVG,D,2015-03-15,11:25,HO1370
CJJ,PVG,D,2015-03-18,21:30,ZE821
CJJ,PVG,D,2015-03-19,11:25,HO1370
CJJ,PVG,D,2015-03-21,21:30,ZE821
CJJ,PVG,D,2015-03-22,11:25,HO1370
CJJ,SHE,A,2015-02-24,10:15,CZ689
CJJ,SHE,A,2015-02-25,15:00,ZE802
CJJ,SHE,A,2015-02-28,10:15,CZ689
CJJ,SHE,A,2015-03-01,15:00,ZE802
CJJ,SHE,A,2015-03-03,10:15,CZ689
CJJ,SHE,A,2015-03-04,15:00,ZE802
CJJ,SHE,A,2015-03-07,10:15,CZ689
CJJ,SHE,A,2015-03-08,15:00,ZE802
CJJ,SHE,A,2015-03-10,10:15,CZ689
CJJ,SHE,A,2015-03-11,15:00,ZE802
CJJ,SHE,A,2015-03-14,10:15,CZ689
CJJ,SHE,A,2015-03-15,15:00,ZE802
CJJ,SHE,A,2015-03-17,10:15,CZ689
CJJ,SHE,A,2015-03-18,15:00,ZE802
CJJ,SHE,A,2015-03-21,10:15,CZ689
CJJ,SHE,A,2015-03-22,15:00,ZE802
CJJ,SHE,D,2015-02-24,11:20,CZ690
CJJ,SHE,D,2015-02-25,10:00,ZE801
CJJ,SHE,D,2015-02-28,11:20,CZ690
CJJ,SHE,D,2015-03-01,10:00,ZE801
CJJ,SHE,D,2015-03-03,11:20,CZ690
CJJ,SHE,D,2015-03-04,10:00,ZE801
CJJ,SHE,D,2015-03-07,11:20,CZ690
CJJ,SHE,D,2015-03-08,10:00,ZE801
CJJ,SHE,D,2015-03-10,11:20,CZ690
CJJ,SHE,D,2015-03-11,10:00,ZE801
CJJ,SHE,D,2015-03-14,11:20,CZ690
CJJ,SHE,D,2015-03-15,10:00,ZE801
CJJ,SHE,D,2015-03-17,11:20,CZ690
CJJ,SHE,D,2015-03-18,10:00,ZE801
CJJ,SHE,D,2015-03-21,11:20,CZ690
CJJ,SHE,D,2015-03-22,10:00,ZE801
CJJ,TPE,A,2015-02-23,20:40,GE7102
CJJ,TPE,A,2015-02-23,22:10,GE7104
CJJ,TPE,D,2015-02-23,21:40,GE7101
CJJ,TPE,D,2015-02-23,23:40,GE7103
CJJ,YNJ,A,2015-02-23,19:30,ZE832
CJJ,YNJ,A,2015-02-25,19:30,ZE832
CJJ,YNJ,A,2015-02-27,19:30,ZE832
CJJ,YNJ,A,2015-03-02,19:30,ZE832
CJJ,YNJ,A,2015-03-04,19:30,ZE832
CJJ,YNJ,A,2015-03-06,19:30,ZE832
CJJ,YNJ,A,2015-03-09,19:30,ZE832
CJJ,YNJ,A,2015-03-11,19:30,ZE832
CJJ,YNJ,A,2015-03-13,19:30,ZE832
CJJ,YNJ,A,2015-03-16,19:30,ZE832
CJJ,YNJ,A,2015-03-18,19:30,ZE832
CJJ,YNJ,A,2015-03-20,19:30,ZE832
CJJ,YNJ,A,2015-03-23,19:30,ZE832
CJJ,YNJ,D,2015-02-23,13:30,ZE831
CJJ,YNJ,D,2015-02-25,13:30,ZE831
CJJ,YNJ,D,2015-02-27,13:30,ZE831
CJJ,YNJ,D,2015-03-02,13:30,ZE831
CJJ,YNJ,D,2015-03-04,13:30,ZE831
CJJ,YNJ,D,2015-03-06,13:30,ZE831
CJJ,YNJ,D,2015-03-09,13:30,ZE831
CJJ,YNJ,D,2015-03-11,13:30,ZE831
CJJ,YNJ,D,2015-03-13,13:30,ZE831
CJJ,YNJ,D,2015-03-16,13:30,ZE831
CJJ,YNJ,D,2015-03-18,13:30,ZE831
CJJ,YNJ,D,2015-03-20,13:30,ZE831
CJJ,YNJ,D,2015-03-23,13:30,ZE831
CJU,BKK,A,2015-02-23,10:05,ZE552
CJU,BKK,A,2015-02-24,10:05,ZE552
CJU,BKK,A,2015-02-25,10:05,ZE552
CJU,BKK,A,2015-02-26,10:05,ZE552
CJU,BKK,D,2015-02-23,22:00,ZE551
CJU,BKK,D,2015-02-24,22:00,ZE551
CJU,BKK,D,2015-02-25,22:00,ZE551
CJU,BKK,D,2015-02-26,22:00,ZE551
CJU,CAN,A,2015-02-25,14:45,CZ3059
CJU,CAN,A,2015-02-28,14:45,CZ3059
CJU,CAN,A,2015-03-04,14:45,CZ3059
CJU,CAN,A,2015-03-07,14:45,CZ3059
CJU,CAN,A,2015-03-11,14:45,CZ3059
CJU,CAN,A,2015-03-14,14:45,CZ3059
CJU,CAN,A,2015-03-18,14:45,CZ3059
CJU,CAN,A,2015-03-21,14:45,CZ3059
CJU,CAN,D,2015-02-25,15:45,CZ3060
CJU,CAN,D,2015-02-28,15:45,CZ3060
CJU,CAN,D,2015-03-04,15:45,CZ3060
CJU,CAN,D,2015-03-07,15:45,CZ3060
CJU,CAN,D,2015-03-11,15:45,CZ3060
CJU,CAN,D,2015-03-14,15:45,CZ3060
CJU,CAN,D,2015-03-18,15:45,CZ3060
CJU,CAN,D,2015-03-21,15:45,CZ3060
CJU,CGO,A,2015-02-26,12:30,CZ6071
CJU,CGO,A,2015-03-05,12:30,CZ6071
CJU,CGO,A,2015-03-12,12:30,CZ6071
CJU,CGO,A,2015-03-19,12:30,CZ6071
CJU,CGO,D,2015-02-26,13:30,CZ6072
CJU,CGO,D,2015-03-05,13:30,CZ6072
CJU,CGO,D,2015-03-12,13:30,CZ6072
CJU,CGO,D,2015-03-19,13:30,CZ6072
CJU,CGQ,A,2015-02-23,21:05,CZ6075
CJU,CGQ,A,2015-02-26,21:05,CZ6075
CJU,CGQ,A,2015-02-27,21:05,CZ6075
CJU,CGQ,A,2015-03-01,21:40,CZ6075
CJU,CGQ,A,2015-03-02,21:05,CZ6075
CJU,CGQ,A,2015-03-05,21:05,CZ6075
CJU,CGQ,A,2015-03-06,21:05,CZ6075
CJU,CGQ,A,2015-03-08,21:40,CZ6075
CJU,CGQ,A,2015-03-09,21:05,CZ6075
CJU,CGQ,A,2015-03-12,21:05,CZ6075
CJU,CGQ,A,2015-03-13,21:05,CZ6075
CJU,CGQ,A,2015-03-15,21:40,CZ6075
CJU,CGQ,A,2015-03-16,21:05,CZ6075
CJU,CGQ,A,2015-03-19,21:05,CZ6075
CJU,CGQ,A,2015-03-20,21:05,CZ6075
CJU,CGQ,A,2015-03-22,21:40,CZ6075
CJU,CGQ,A,2015-03-23,21:05,CZ6075
CJU,CGQ,D,2015-02-23,22:30,CZ6076
CJU,CGQ,D,2015-02-26,22:30,CZ6076
CJU,CGQ,D,2015-02-27,22:30,CZ6076
CJU,CGQ,D,2015-03-01,22:40,CZ6076
CJU,CGQ,D,2015-03-02,22:30,CZ6076
CJU,CGQ,D,2015-03-05,22:30,CZ6076
CJU,CGQ,D,2015-03-06,22:30,CZ6076
CJU,CGQ,D,2015-03-08,22:40,CZ6076
CJU,CGQ,D,2015-03-09,22:30,CZ6076
CJU,CGQ,D,2015-03-12,22:30,CZ6076
CJU,CGQ,D,2015-03-13,22:30,CZ6076
CJU,CGQ,D,2015-03-15,22:40,CZ6076
CJU,CGQ,D,2015-03-16,22:30,CZ6076
CJU,CGQ,D,2015-03-19,22:30,CZ6076
CJU,CGQ,D,2015-03-20,22:30,CZ6076
CJU,CGQ,D,2015-03-22,22:40,CZ6076
CJU,CGQ,D,2015-03-23,22:30,CZ6076
CJU,CKG,A,2015-02-24,13:30,BK2915
CJU,CKG,A,2015-02-28,13:30,BK2915
CJU,CKG,A,2015-03-03,13:30,BK2915
CJU,CKG,A,2015-03-07,13:30,BK2915
CJU,CKG,A,2015-03-10,13:30,BK2915
CJU,CKG,A,2015-03-14,13:30,BK2915
CJU,CKG,A,2015-03-17,13:30,BK2915
CJU,CKG,A,2015-03-21,13:30,BK2915
CJU,CKG,D,2015-02-24,14:30,BK2916
CJU,CKG,D,2015-02-28,14:30,BK2916
CJU,CKG,D,2015-03-03,14:30,BK2916
CJU,CKG,D,2015-03-07,14:30,BK2916
CJU,CKG,D,2015-03-10,14:30,BK2916
CJU,CKG,D,2015-03-14,14:30,BK2916
CJU,CKG,D,2015-03-17,14:30,BK2916
CJU,CKG,D,2015-03-21,14:30,BK2916
CJU,CTS,A,2015-02-24,17:15,
CJU,CZX,A,2015-02-25,20:00,LJ872
CJU,CZX,D,2015-02-25,16:00,LJ871
CJU,DLC,A,2015-02-23,21:35,CZ6097
CJU,DLC,A,2015-02-26,21:35,CZ6097
CJU,DLC,A,2015-02-27,21:35,CZ6097
CJU,DLC,A,2015-03-01,21:35,CZ6097
CJU,DLC,A,2015-03-02,21:35,CZ6097
CJU,DLC,A,2015-03-05,21:35,CZ6097
CJU,DLC,A,2015-03-06,21:35,CZ6097
CJU,DLC,A,2015-03-08,21:35,CZ6097
CJU,DLC,A,2015-03-09,21:35,CZ6097
CJU,DLC,A,2015-03-12,21:35,CZ6097
CJU,DLC,A,2015-03-13,21:35,CZ6097
CJU,DLC,A,2015-03-15,21:35,CZ6097
CJU,DLC,A,2015-03-16,21:35,CZ6097
CJU,DLC,A,2015-03-19,21:35,CZ6097
CJU,DLC,A,2015-03-20,21:35,CZ6097
CJU,DLC,A,2015-03-22,21:35,CZ6097
CJU,DLC,A,2015-03-23,21:35,CZ6097
CJU,DLC,D,2015-02-23,22:35,CZ6098
CJU,DLC,D,2015-02-26,22:35,CZ6098
CJU,DLC,D,2015-02-27,22:35,CZ6098
CJU,DLC,D,2015-03-01,22:35,CZ6098
CJU,DLC,D,2015-03-02,22:35,CZ6098
CJU,DLC,D,2015-03-05,22:35,CZ6098
CJU,DLC,D,2015-03-06,22:35,CZ6098
CJU,DLC,D,2015-03-08,22:35,CZ6098
CJU,DLC,D,2015-03-09,22:35,CZ6098
CJU,DLC,D,2015-03-12,22:35,CZ6098
CJU,DLC,D,2015-03-13,22:35,CZ6098
CJU,DLC,D,2015-03-15,22:35,CZ6098
CJU,DLC,D,2015-03-16,22:35,CZ6098
CJU,DLC,D,2015-03-19,22:35,CZ6098
CJU,DLC,D,2015-03-20,22:35,CZ6098
CJU,DLC,D,2015-03-22,22:35,CZ6098
CJU,DLC,D,2015-03-23,22:35,CZ6098
CJU,FOC,A,2015-02-24,11:05,MF827
CJU,FOC,A,2015-02-26,11:05,MF827
CJU,FOC,A,2015-03-01,11:05,MF827
CJU,FOC,A,2015-03-03,11:05,MF827
CJU,FOC,A,2015-03-05,11:05,MF827
CJU,FOC,A,2015-03-08,11:05,MF827
CJU,FOC,A,2015-03-10,11:05,MF827
CJU,FOC,A,2015-03-12,11:05,MF827
CJU,FOC,A,2015-03-15,11:05,MF827
CJU,FOC,A,2015-03-17,11:05,MF827
CJU,FOC,A,2015-03-19,11:05,MF827
CJU,FOC,A,2015-03-22,11:05,MF827
CJU,FOC,D,2015-02-24,12:00,MF828
CJU,FOC,D,2015-02-26,12:00,MF828
CJU,FOC,D,2015-03-01,12:00,MF828
CJU,FOC,D,2015-03-03,12:00,MF828
CJU,FOC,D,2015-03-05,12:00,MF828
CJU,FOC,D,2015-03-08,12:00,MF828
CJU,FOC,D,2015-03-10,12:00,MF828
CJU,FOC,D,2015-03-12,12:00,MF828
CJU,FOC,D,2015-03-15,12:00,MF828
CJU,FOC,D,2015-03-17,12:00,MF828
CJU,FOC,D,2015-03-19,12:00,MF828
CJU,FOC,D,2015-03-22,12:00,MF828
CJU,HGH,A,2015-02-23,21:05,MU2075
CJU,HGH,A,2015-02-24,17:30,JD359
CJU,HGH,A,2015-02-24,21:10,CA147
CJU,HGH,A,2015-02-24,21:35,MU2075
CJU,HGH,A,2015-02-26,21:40,MU2075
CJU,HGH,A,2015-02-27,21:05,MU2075
CJU,HGH,A,2015-02-28,17:30,JD359
CJU,HGH,A,2015-02-28,21:05,MU2075
CJU,HGH,A,2015-02-28,21:10,CA147
CJU,HGH,A,2015-03-01,21:40,MU2075
CJU,HGH,A,2015-03-02,21:05,MU2075
CJU,HGH,A,2015-03-03,21:10,CA147
CJU,HGH,A,2015-03-03,21:35,MU2075
CJU,HGH,A,2015-03-05,21:40,MU2075
CJU,HGH,A,2015-03-06,21:05,MU2075
CJU,HGH,A,2015-03-07,21:05,MU2075
CJU,HGH,A,2015-03-07,21:10,CA147
CJU,HGH,A,2015-03-08,21:40,MU2075
CJU,HGH,A,2015-03-09,21:05,MU2075
CJU,HGH,A,2015-03-10,21:10,CA147
CJU,HGH,A,2015-03-10,21:35,MU2075
CJU,HGH,A,2015-03-12,21:40,MU2075
CJU,HGH,A,2015-03-13,21:05,MU2075
CJU,HGH,A,2015-03-14,21:05,MU2075
CJU,HGH,A,2015-03-14,21:10,CA147
CJU,HGH,A,2015-03-15,21:40,MU2075
CJU,HGH,A,2015-03-16,21:05,MU2075
CJU,HGH,A,2015-03-17,21:10,CA147
CJU,HGH,A,2015-03-17,21:35,MU2075
CJU,HGH,A,2015-03-19,21:40,MU2075
CJU,HGH,A,2015-03-20,21:05,MU2075
CJU,HGH,A,2015-03-21,21:05,MU2075
CJU,HGH,A,2015-03-21,21:10,CA147
CJU,HGH,A,2015-03-22,21:40,MU2075
CJU,HGH,A,2015-03-23,21:05,MU2075
CJU,HGH,D,2015-02-23,22:05,MU2076
CJU,HGH,D,2015-02-24,18:30,JD360
CJU,HGH,D,2015-02-24,22:10,CA148
CJU,HGH,D,2015-02-24,22:35,MU2076
CJU,HGH,D,2015-02-26,22:40,MU2076
CJU,HGH,D,2015-02-27,22:05,MU2076
CJU,HGH,D,2015-02-28,18:30,JD360
CJU,HGH,D,2015-02-28,22:05,MU2076
CJU,HGH,D,2015-02-28,22:10,CA148
CJU,HGH,D,2015-03-01,22:40,MU2076
CJU,HGH,D,2015-03-02,22:05,MU2076
CJU,HGH,D,2015-03-03,22:10,CA148
CJU,HGH,D,2015-03-03,22:35,MU2076
CJU,HGH,D,2015-03-05,22:40,MU2076
CJU,HGH,D,2015-03-06,22:05,MU2076
CJU,HGH,D,2015-03-07,22:05,MU2076
CJU,HGH,D,2015-03-07,22:10,CA148
CJU,HGH,D,2015-03-08,22:40,MU2076
CJU,HGH,D,2015-03-09,22:05,MU2076
CJU,HGH,D,2015-03-10,22:10,CA148
CJU,HGH,D,2015-03-10,22:35,MU2076
CJU,HGH,D,2015-03-12,22:40,MU2076
CJU,HGH,D,2015-03-13,22:05,MU2076
CJU,HGH,D,2015-03-14,22:05,MU2076
CJU,HGH,D,2015-03-14,22:10,CA148
CJU,HGH,D,2015-03-15,22:40,MU2076
CJU,HGH,D,2015-03-16,22:05,MU2076
CJU,HGH,D,2015-03-17,22:10,CA148
CJU,HGH,D,2015-03-17,22:35,MU2076
CJU,HGH,D,2015-03-19,22:40,MU2076
CJU,HGH,D,2015-03-20,22:05,MU2076
CJU,HGH,D,2015-03-21,22:05,MU2076
CJU,HGH,D,2015-03-21,22:10,CA148
CJU,HGH,D,2015-03-22,22:40,MU2076
CJU,HGH,D,2015-03-23,22:05,MU2076
CJU,HKG,A,2015-02-25,12:20,KA326
CJU,HKG,A,2015-02-26,19:55,KA326
CJU,HKG,A,2015-03-01,12:20,KA326
CJU,HKG,A,2015-03-04,12:20,KA326
CJU,HKG,A,2015-03-05,19:55,KA326
CJU,HKG,A,2015-03-08,12:20,KA326
CJU,HKG,A,2015-03-11,12:20,KA326
CJU,HKG,A,2015-03-12,19:55,KA326
CJU,HKG,A,2015-03-15,12:20,KA326
CJU,HKG,A,2015-03-18,12:20,KA326
CJU,HKG,A,2015-03-19,19:55,KA326
CJU,HKG,A,2015-03-22,12:20,KA326
CJU,HKG,D,2015-02-25,13:15,KA325
CJU,HKG,D,2015-02-26,21:05,KA325
CJU,HKG,D,2015-03-01,13:15,KA325
CJU,HKG,D,2015-03-04,13:15,KA325
CJU,HKG,D,2015-03-05,21:05,KA325
CJU,HKG,D,2015-03-08,13:15,KA325
CJU,HKG,D,2015-03-11,13:15,KA325
CJU,HKG,D,2015-03-12,21:05,KA325
CJU,HKG,D,2015-03-15,13:15,KA325
CJU,HKG,D,2015-03-18,13:15,KA325
CJU,HKG,D,2015-03-19,21:05,KA325
CJU,HKG,D,2015-03-22,13:15,KA325
CJU,HRB,A,2015-02-24,22:25,9C8797
CJU,HRB,A,2015-02-26,21:45,CZ6077
CJU,HRB,A,2015-02-26,22:25,9C8797
CJU,HRB,A,2015-02-28,22:25,9C8797
CJU,HRB,A,2015-03-01,21:45,CZ6077
CJU,HRB,A,2015-03-03,22:25,9C8797
CJU,HRB,A,2015-03-05,21:45,CZ6077
CJU,HRB,A,2015-03-05,22:25,9C8797
CJU,HRB,A,2015-03-07,22:25,9C8797
CJU,HRB,A,2015-03-08,21:45,CZ6077
CJU,HRB,A,2015-03-10,22:25,9C8797
CJU,HRB,A,2015-03-12,21:45,CZ6077
CJU,HRB,A,2015-03-12,22:25,9C8797
CJU,HRB,A,2015-03-14,22:25,9C8797
CJU,HRB,A,2015-03-15,21:45,CZ6077
CJU,HRB,A,2015-03-17,22:25,9C8797
CJU,HRB,A,2015-03-19,21:45,CZ6077
CJU,HRB,A,2015-03-19,22:25,9C8797
CJU,HRB,A,2015-03-21,22:25,9C8797
CJU,HRB,A,2015-03-22,21:45,CZ6077
CJU,HRB,D,2015-02-24,14:35,9C8798
CJU,HRB,D,2015-02-26,14:35,9C8798
CJU,HRB,D,2015-02-26,22:45,CZ6078
CJU,HRB,D,2015-02-28,14:35,9C8798
CJU,HRB,D,2015-03-01,22:45,CZ6078
CJU,HRB,D,2015-03-03,14:35,9C8798
CJU,HRB,D,2015-03-05,14:35,9C8798
CJU,HRB,D,2015-03-05,22:45,CZ6078
CJU,HRB,D,2015-03-07,14:35,9C8798
CJU,HRB,D,2015-03-08,22:45,CZ6078
CJU,HRB,D,2015-03-10,14:35,9C8798
CJU,HRB,D,2015-03-12,14:35,9C8798
CJU,HRB,D,2015-03-12,22:45,CZ6078
CJU,HRB,D,2015-03-14,14:35,9C8798
CJU,HRB,D,2015-03-15,22:45,CZ6078
CJU,HRB,D,2015-03-17,14:35,9C8798
CJU,HRB,D,2015-03-19,14:35,9C8798
CJU,HRB,D,2015-03-19,22:45,CZ6078
CJU,HRB,D,2015-03-21,14:35,9C8798
CJU,HRB,D,2015-03-22,22:45,CZ6078
CJU,JJN,A,2015-02-24,17:05,LJ174
CJU,JJN,A,2015-02-28,17:05,LJ174
CJU,JJN,A,2015-03-03,17:05,LJ174
CJU,JJN,A,2015-03-07,17:05,LJ174
CJU,JJN,A,2015-03-10,17:05,LJ174
CJU,JJN,A,2015-03-14,17:05,LJ174
CJU,JJN,A,2015-03-17,17:05,LJ174
CJU,JJN,A,2015-03-21,17:05,LJ174
CJU,JJN,D,2015-02-24,10:55,LJ173
CJU,JJN,D,2015-02-28,10:55,LJ173
CJU,JJN,D,2015-03-03,10:55,LJ173
CJU,JJN,D,2015-03-07,10:55,LJ173
CJU,JJN,D,2015-03-10,10:55,LJ173
CJU,JJN,D,2015-03-14,10:55,LJ173
CJU,JJN,D,2015-03-17,10:55,LJ173
CJU,JJN,D,2015-03-21,10:55,LJ173
CJU,KHN,A,2015-02-25,06:10,KE9882
CJU,KHN,D,2015-02-24,21:20,KE9881
CJU,KIX,A,2015-02-23,10:50,KE734
CJU,KIX,A,2015-02-25,10:50,KE734
CJU,KIX,A,2015-02-26,10:50,KE734
CJU,KIX,A,2015-02-27,10:50,KE734
CJU,KIX,A,2015-03-01,10:50,KE734
CJU,KIX,A,2015-03-02,10:50,KE734
CJU,KIX,A,2015-03-04,10:50,KE734
CJU,KIX,A,2015-03-05,10:50,KE734
CJU,KIX,A,2015-03-06,10:50,KE734
CJU,KIX,A,2015-03-08,10:50,KE734
CJU,KIX,A,2015-03-09,10:50,KE734
CJU,KIX,A,2015-03-10,10:50,KE734
CJU,KIX,A,2015-03-11,10:50,KE734
CJU,KIX,A,2015-03-12,10:50,KE734
CJU,KIX,A,2015-03-13,10:50,KE734
CJU,KIX,A,2015-03-14,10:50,KE734
CJU,KIX,A,2015-03-15,10:50,KE734
CJU,KIX,A,2015-03-16,10:50,KE734
CJU,KIX,A,2015-03-17,10:50,KE734
CJU,KIX,A,2015-03-18,10:50,KE734
CJU,KIX,A,2015-03-19,10:50,KE734
CJU,KIX,A,2015-03-20,10:50,KE734
CJU,KIX,A,2015-03-21,10:50,KE734
CJU,KIX,A,2015-03-22,10:50,KE734
CJU,KIX,A,2015-03-23,10:50,KE734
CJU,KIX,D,2015-02-24,19:30,KE733
CJU,KIX,D,2015-02-25,19:30,KE733
CJU,KIX,D,2015-02-26,19:30,KE733
CJU,KIX,D,2015-02-28,19:30,KE733
CJU,KIX,D,2015-03-01,19:30,KE733
CJU,KIX,D,2015-03-03,19:30,KE733
CJU,KIX,D,2015-03-04,19:30,KE733
CJU,KIX,D,2015-03-05,19:30,KE733
CJU,KIX,D,2015-03-07,19:30,KE733
CJU,KIX,D,2015-03-08,19:30,KE733
CJU,KIX,D,2015-03-09,19:30,KE733
CJU,KIX,D,2015-03-10,19:30,KE733
CJU,KIX,D,2015-03-11,19:30,KE733
CJU,KIX,D,2015-03-12,19:30,KE733
CJU,KIX,D,2015-03-13,19:30,KE733
CJU,KIX,D,2015-03-14,19:30,KE733
CJU,KIX,D,2015-03-15,19:30,KE733
CJU,KIX,D,2015-03-16,19:30,KE733
CJU,KIX,D,2015-03-17,19:30,KE733
CJU,KIX,D,2015-03-18,19:30,KE733
CJU,KIX,D,2015-03-19,19:30,KE733
CJU,KIX,D,2015-03-20,19:30,KE733
CJU,KIX,D,2015-03-21,19:30,KE733
CJU,KIX,D,2015-03-22,19:30,KE733
CJU,KIX,D,2015-03-23,19:30,KE733
CJU,KWL,A,2015-02-26,06:05,TW9628
CJU,KWL,D,2015-02-25,22:25,KE9627
CJU,KWL,D,2015-02-25,22:25,TW9628
CJU,MFM,A,2015-02-24,06:05,LJ874
CJU,MFM,A,2015-02-26,06:05,LJ874
