공항,상대공항,출도착(A도착D출발),날짜,계획시간,편명
PUS,FUK,D,2015-03-22,18:00,BX144
PUS,FUK,D,2015-03-22,18:00,KE797
PUS,FUK,D,2015-03-23,09:00,KE783
PUS,FUK,D,2015-03-23,09:55,BX142
PUS,FUK,D,2015-03-23,14:20,BX146
PUS,FUK,D,2015-03-23,18:00,BX144
PUS,FUK,D,2015-03-23,18:00,KE797
PUS,GUM,A,2015-02-23,06:55,KE2116
PUS,GUM,A,2015-02-23,07:15,7C3153
PUS,GUM,A,2015-02-26,06:55,KE2116
PUS,GUM,A,2015-02-27,06:55,KE2116
PUS,GUM,A,2015-02-27,07:15,7C3153
PUS,GUM,A,2015-03-01,06:55,KE2116
PUS,GUM,A,2015-03-02,06:55,KE2116
PUS,GUM,A,2015-03-02,07:15,7C3153
PUS,GUM,A,2015-03-05,06:55,KE2116
PUS,GUM,A,2015-03-06,06:55,KE2116
PUS,GUM,A,2015-03-06,07:15,7C3153
PUS,GUM,A,2015-03-08,06:55,KE2116
PUS,GUM,A,2015-03-09,06:55,KE2116
PUS,GUM,A,2015-03-09,07:15,7C3153
PUS,GUM,A,2015-03-12,06:55,KE2116
PUS,GUM,A,2015-03-13,06:55,KE2116
PUS,GUM,A,2015-03-13,07:15,7C3153
PUS,GUM,A,2015-03-15,06:55,KE2116
PUS,GUM,A,2015-03-16,06:55,KE2116
PUS,GUM,A,2015-03-16,07:15,7C3153
PUS,GUM,A,2015-03-19,06:55,KE2116
PUS,GUM,A,2015-03-20,06:55,KE2116
PUS,GUM,A,2015-03-20,07:15,7C3153
PUS,GUM,A,2015-03-22,06:55,KE2116
PUS,GUM,A,2015-03-23,06:55,KE2116
PUS,GUM,A,2015-03-23,07:15,7C3153
PUS,GUM,D,2015-02-25,21:05,KE2115
PUS,GUM,D,2015-02-26,21:05,KE2115
PUS,GUM,D,2015-02-26,22:00,7C3154
PUS,GUM,D,2015-02-28,21:05,KE2115
PUS,GUM,D,2015-03-01,21:05,KE2115
PUS,GUM,D,2015-03-01,22:00,7C3154
PUS,GUM,D,2015-03-04,21:05,KE2115
PUS,GUM,D,2015-03-05,21:05,KE2115
PUS,GUM,D,2015-03-05,22:00,7C3154
PUS,GUM,D,2015-03-07,21:05,KE2115
PUS,GUM,D,2015-03-08,21:05,KE2115
PUS,GUM,D,2015-03-08,22:00,7C3154
PUS,GUM,D,2015-03-11,21:05,KE2115
PUS,GUM,D,2015-03-12,21:05,KE2115
PUS,GUM,D,2015-03-12,22:00,7C3154
PUS,GUM,D,2015-03-14,21:05,KE2115
PUS,GUM,D,2015-03-15,21:05,KE2115
PUS,GUM,D,2015-03-15,22:00,7C3154
PUS,GUM,D,2015-03-18,21:05,KE2115
PUS,GUM,D,2015-03-19,21:05,KE2115
PUS,GUM,D,2015-03-19,22:00,7C3154
PUS,GUM,D,2015-03-21,21:05,KE2115
PUS,GUM,D,2015-03-22,21:05,KE2115
PUS,GUM,D,2015-03-22,22:00,7C3154
PUS,HAN,A,2015-02-23,06:10,VN428
PUS,HAN,A,2015-02-23,06:40,VN426
PUS,HAN,A,2015-02-24,06:10,VN428
PUS,HAN,A,2015-02-24,06:40,VN426
PUS,HAN,A,2015-02-25,06:10,VN428
PUS,HAN,A,2015-02-25,06:40,VN426
PUS,HAN,A,2015-02-26,06:10,VN428
PUS,HAN,A,2015-02-26,06:40,VN426
PUS,HAN,A,2015-02-27,06:10,VN428
PUS,HAN,A,2015-02-27,06:40,VN426
PUS,HAN,A,2015-02-28,06:10,VN428
PUS,HAN,A,2015-02-28,06:40,VN426
PUS,HAN,A,2015-03-01,06:10,VN428
PUS,HAN,A,2015-03-01,06:40,VN426
PUS,HAN,A,2015-03-02,06:10,VN428
PUS,HAN,A,2015-03-02,06:40,VN426
PUS,HAN,A,2015-03-03,06:10,VN428
PUS,HAN,A,2015-03-03,06:40,VN426
PUS,HAN,A,2015-03-04,06:10,VN428
PUS,HAN,A,2015-03-04,06:40,VN426
PUS,HAN,A,2015-03-05,06:10,VN428
PUS,HAN,A,2015-03-05,06:40,VN426
PUS,HAN,A,2015-03-06,06:10,VN428
PUS,HAN,A,2015-03-06,06:40,VN426
PUS,HAN,A,2015-03-07,06:10,VN428
PUS,HAN,A,2015-03-07,06:40,VN426
PUS,HAN,A,2015-03-08,06:10,VN428
PUS,HAN,A,2015-03-08,06:40,VN426
PUS,HAN,A,2015-03-09,06:10,VN428
PUS,HAN,A,2015-03-09,06:40,VN426
PUS,HAN,A,2015-03-10,06:10,VN428
PUS,HAN,A,2015-03-10,06:40,VN426
PUS,HAN,A,2015-03-11,06:10,VN428
PUS,HAN,A,2015-03-11,06:40,VN426
PUS,HAN,A,2015-03-12,06:10,VN428
PUS,HAN,A,2015-03-12,06:40,VN426
PUS,HAN,A,2015-03-13,06:10,VN428
PUS,HAN,A,2015-03-13,06:40,VN426
PUS,HAN,A,2015-03-14,06:10,VN428
PUS,HAN,A,2015-03-14,06:40,VN426
PUS,HAN,A,2015-03-15,06:10,VN428
PUS,HAN,A,2015-03-15,06:40,VN426
PUS,HAN,A,2015-03-16,06:10,VN428
PUS,HAN,A,2015-03-16,06:40,VN426
PUS,HAN,A,2015-03-17,06:10,VN428
PUS,HAN,A,2015-03-17,06:40,VN426
PUS,HAN,A,2015-03-18,06:10,VN428
PUS,HAN,A,2015-03-18,06:40,VN426
PUS,HAN,A,2015-03-19,06:10,VN428
PUS,HAN,A,2015-03-19,06:40,VN426
PUS,HAN,A,2015-03-20,06:10,VN428
PUS,HAN,A,2015-03-20,06:40,VN426
PUS,HAN,A,2015-03-21,06:10,VN428
PUS,HAN,A,2015-03-21,06:40,VN426
PUS,HAN,A,2015-03-22,06:10,VN428
PUS,HAN,A,2015-03-22,06:40,VN426
PUS,HAN,A,2015-03-23,06:10,VN428
PUS,HAN,A,2015-03-23,06:40,VN426
PUS,HAN,D,2015-02-23,10:30,VN427
PUS,HAN,D,2015-02-23,11:05,VN429
PUS,HAN,D,2015-02-24,10:30,VN427
PUS,HAN,D,2015-02-24,11:05,VN429
PUS,HAN,D,2015-02-25,10:30,VN427
PUS,HAN,D,2015-02-25,11:05,VN429
PUS,HAN,D,2015-02-26,10:30,VN427
PUS,HAN,D,2015-02-26,11:05,VN429
PUS,HAN,D,2015-02-27,10:30,VN427
PUS,HAN,D,2015-02-27,11:05,VN429
PUS,HAN,D,2015-02-28,10:30,VN427
PUS,HAN,D,2015-02-28,11:05,VN429
PUS,HAN,D,2015-03-01,10:30,VN427
PUS,HAN,D,2015-03-01,11:05,VN429
PUS,HAN,D,2015-03-02,10:30,VN427
PUS,HAN,D,2015-03-02,11:05,VN429
PUS,HAN,D,2015-03-03,10:30,VN427
PUS,HAN,D,2015-03-03,11:05,VN429
PUS,HAN,D,2015-03-04,10:30,VN427
PUS,HAN,D,2015-03-04,11:05,VN429
PUS,HAN,D,2015-03-05,10:30,VN427
PUS,HAN,D,2015-03-05,11:05,VN429
PUS,HAN,D,2015-03-06,10:30,VN427
PUS,HAN,D,2015-03-06,11:05,VN429
PUS,HAN,D,2015-03-07,10:30,VN427
PUS,HAN,D,2015-03-07,11:05,VN429
PUS,HAN,D,2015-03-08,10:30,VN427
PUS,HAN,D,2015-03-08,11:05,VN429
PUS,HAN,D,2015-03-09,10:30,VN427
PUS,HAN,D,2015-03-09,11:05,VN429
PUS,HAN,D,2015-03-10,10:30,VN427
PUS,HAN,D,2015-03-10,11:05,VN429
PUS,HAN,D,2015-03-11,10:30,VN427
PUS,HAN,D,2015-03-11,11:05,VN429
PUS,HAN,D,2015-03-12,10:30,VN427
PUS,HAN,D,2015-03-12,11:05,VN429
PUS,HAN,D,2015-03-13,10:30,VN427
PUS,HAN,D,2015-03-13,11:05,VN429
PUS,HAN,D,2015-03-14,10:30,VN427
PUS,HAN,D,2015-03-14,11:05,VN429
PUS,HAN,D,2015-03-15,10:30,VN427
PUS,HAN,D,2015-03-15,11:05,VN429
PUS,HAN,D,2015-03-16,10:30,VN427
PUS,HAN,D,2015-03-16,11:05,VN429
PUS,HAN,D,2015-03-17,10:30,VN427
PUS,HAN,D,2015-03-17,11:05,VN429
PUS,HAN,D,2015-03-18,10:30,VN427
PUS,HAN,D,2015-03-18,11:05,VN429
PUS,HAN,D,2015-03-19,10:30,VN427
PUS,HAN,D,2015-03-19,11:05,VN429
PUS,HAN,D,2015-03-20,10:30,VN427
PUS,HAN,D,2015-03-20,11:05,VN429
PUS,HAN,D,2015-03-21,10:30,VN427
PUS,HAN,D,2015-03-21,11:05,VN429
PUS,HAN,D,2015-03-22,10:30,VN427
PUS,HAN,D,2015-03-22,11:05,VN429
PUS,HAN,D,2015-03-23,10:30,VN427
PUS,HAN,D,2015-03-23,11:05,VN429
PUS,HGH,A,2015-02-24,20:15,OZ330
PUS,HGH,A,2015-02-28,20:15,OZ330
PUS,HGH,A,2015-03-03,20:15,OZ330
PUS,HGH,A,2015-03-07,20:15,OZ330
PUS,HGH,A,2015-03-10,20:15,OZ330
PUS,HGH,A,2015-03-14,20:15,OZ330
PUS,HGH,A,2015-03-17,20:15,OZ330
PUS,HGH,A,2015-03-21,20:15,OZ330
PUS,HGH,D,2015-02-24,15:30,OZ329
PUS,HGH,D,2015-02-25,15:30,OZ329
PUS,HGH,D,2015-02-27,15:30,OZ329
PUS,HGH,D,2015-02-28,15:30,OZ329
PUS,HGH,D,2015-03-01,15:30,OZ329
PUS,HGH,D,2015-03-03,15:30,OZ329
PUS,HGH,D,2015-03-04,15:30,OZ329
PUS,HGH,D,2015-03-06,15:30,OZ329
PUS,HGH,D,2015-03-07,15:30,OZ329
PUS,HGH,D,2015-03-08,15:30,OZ329
PUS,HGH,D,2015-03-10,15:30,OZ329
PUS,HGH,D,2015-03-11,15:30,OZ329
PUS,HGH,D,2015-03-13,15:30,OZ329
PUS,HGH,D,2015-03-14,15:30,OZ329
PUS,HGH,D,2015-03-15,15:30,OZ329
PUS,HGH,D,2015-03-17,15:30,OZ329
PUS,HGH,D,2015-03-18,15:30,OZ329
PUS,HGH,D,2015-03-20,15:30,OZ329
PUS,HGH,D,2015-03-21,15:30,OZ329
PUS,HGH,D,2015-03-22,15:30,OZ329
PUS,HKG,A,2015-02-23,06:10,BX392
PUS,HKG,A,2015-02-23,06:20,KE616
PUS,HKG,A,2015-02-23,06:40,KA318
PUS,HKG,A,2015-02-23,13:55,UO1673
PUS,HKG,A,2015-02-24,06:10,BX392
PUS,HKG,A,2015-02-24,06:20,KE616
PUS,HKG,A,2015-02-24,06:40,KA318
PUS,HKG,A,2015-02-24,13:55,UO1673
PUS,HKG,A,2015-02-25,06:10,BX392
PUS,HKG,A,2015-02-25,06:20,KE616
PUS,HKG,A,2015-02-25,06:40,KA318
PUS,HKG,A,2015-02-26,06:10,BX392
PUS,HKG,A,2015-02-26,06:20,KE616
PUS,HKG,A,2015-02-26,06:40,KA318
PUS,HKG,A,2015-02-26,13:55,UO1673
PUS,HKG,A,2015-02-27,06:10,BX392
PUS,HKG,A,2015-02-27,06:20,KE616
PUS,HKG,A,2015-02-27,06:40,KA318
PUS,HKG,A,2015-02-27,13:55,UO1673
PUS,HKG,A,2015-02-28,06:10,BX392
PUS,HKG,A,2015-02-28,06:20,KE616
PUS,HKG,A,2015-02-28,06:40,KA318
PUS,HKG,A,2015-02-28,13:55,UO1673
PUS,HKG,A,2015-03-01,06:10,BX392
PUS,HKG,A,2015-03-01,06:20,KE616
PUS,HKG,A,2015-03-01,06:40,KA318
PUS,HKG,A,2015-03-01,13:55,UO1673
PUS,HKG,A,2015-03-02,06:10,BX392
PUS,HKG,A,2015-03-02,06:20,KE616
PUS,HKG,A,2015-03-02,06:40,KA318
PUS,HKG,A,2015-03-02,13:55,UO1673
PUS,HKG,A,2015-03-03,06:10,BX392
PUS,HKG,A,2015-03-03,06:20,KE616
PUS,HKG,A,2015-03-03,06:40,KA318
PUS,HKG,A,2015-03-03,13:55,UO1673
PUS,HKG,A,2015-03-04,06:10,BX392
PUS,HKG,A,2015-03-04,06:20,KE616
PUS,HKG,A,2015-03-04,06:40,KA318
PUS,HKG,A,2015-03-05,06:10,BX392
PUS,HKG,A,2015-03-05,06:20,KE616
PUS,HKG,A,2015-03-05,06:40,KA318
PUS,HKG,A,2015-03-05,13:55,UO1673
PUS,HKG,A,2015-03-06,06:10,BX392
PUS,HKG,A,2015-03-06,06:20,KE616
PUS,HKG,A,2015-03-06,06:40,KA318
PUS,HKG,A,2015-03-06,13:55,UO1673
PUS,HKG,A,2015-03-07,06:10,BX392
PUS,HKG,A,2015-03-07,06:20,KE616
PUS,HKG,A,2015-03-07,06:40,KA318
PUS,HKG,A,2015-03-07,13:55,UO1673
PUS,HKG,A,2015-03-08,06:10,BX392
PUS,HKG,A,2015-03-08,06:20,KE616
PUS,HKG,A,2015-03-08,06:40,KA318
PUS,HKG,A,2015-03-08,13:55,UO1673
PUS,HKG,A,2015-03-09,06:10,BX392
PUS,HKG,A,2015-03-09,06:20,KE616
PUS,HKG,A,2015-03-09,06:40,KA318
PUS,HKG,A,2015-03-09,13:55,UO1673
PUS,HKG,A,2015-03-10,06:10,BX392
PUS,HKG,A,2015-03-10,06:20,KE616
PUS,HKG,A,2015-03-10,06:40,KA318
PUS,HKG,A,2015-03-10,13:55,UO1673
PUS,HKG,A,2015-03-11,06:10,BX392
PUS,HKG,A,2015-03-11,06:20,KE616
PUS,HKG,A,2015-03-11,06:40,KA318
PUS,HKG,A,2015-03-12,06:10,BX392
PUS,HKG,A,2015-03-12,06:20,KE616
PUS,HKG,A,2015-03-12,06:40,KA318
PUS,HKG,A,2015-03-12,13:55,UO1673
PUS,HKG,A,2015-03-13,06:10,BX392
PUS,HKG,A,2015-03-13,06:20,KE616
PUS,HKG,A,2015-03-13,06:40,KA318
PUS,HKG,A,2015-03-13,13:55,UO1673
PUS,HKG,A,2015-03-14,06:10,BX392
PUS,HKG,A,2015-03-14,06:20,KE616
PUS,HKG,A,2015-03-14,06:40,KA318
PUS,HKG,A,2015-03-14,13:55,UO1673
PUS,HKG,A,2015-03-15,06:10,BX392
PUS,HKG,A,2015-03-15,06:20,KE616
PUS,HKG,A,2015-03-15,06:40,KA318
PUS,HKG,A,2015-03-15,13:55,UO1673
PUS,HKG,A,2015-03-16,06:10,BX392
PUS,HKG,A,2015-03-16,06:20,KE616
PUS,HKG,A,2015-03-16,06:40,KA318
PUS,HKG,A,2015-03-16,13:55,UO1673
PUS,HKG,A,2015-03-17,06:10,BX392
PUS,HKG,A,2015-03-17,06:20,KE616
PUS,HKG,A,2015-03-17,06:40,KA318
PUS,HKG,A,2015-03-17,13:55,UO1673
PUS,HKG,A,2015-03-18,06:10,BX392
PUS,HKG,A,2015-03-18,06:20,KE616
PUS,HKG,A,2015-03-18,06:40,KA318
PUS,HKG,A,2015-03-19,06:10,BX392
PUS,HKG,A,2015-03-19,06:20,KE616
PUS,HKG,A,2015-03-19,06:40,KA318
PUS,HKG,A,2015-03-19,13:55,UO1673
PUS,HKG,A,2015-03-20,06:10,BX392
PUS,HKG,A,2015-03-20,06:20,KE616
PUS,HKG,A,2015-03-20,06:40,KA318
PUS,HKG,A,2015-03-20,13:55,UO1673
PUS,HKG,A,2015-03-21,06:10,BX392
PUS,HKG,A,2015-03-21,06:20,KE616
PUS,HKG,A,2015-03-21,06:40,KA318
PUS,HKG,A,2015-03-21,13:55,UO1673
PUS,HKG,A,2015-03-22,06:10,BX392
PUS,HKG,A,2015-03-22,06:20,KE616
PUS,HKG,A,2015-03-22,06:40,KA318
PUS,HKG,A,2015-03-22,13:55,UO1673
PUS,HKG,A,2015-03-23,06:10,BX392
PUS,HKG,A,2015-03-23,06:20,KE616
PUS,HKG,A,2015-03-23,06:40,KA318
PUS,HKG,A,2015-03-23,13:55,UO1673
PUS,HKG,D,2015-02-23,08:00,KA319
PUS,HKG,D,2015-02-23,15:00,UO1674
PUS,HKG,D,2015-02-23,21:35,BX391
PUS,HKG,D,2015-02-23,21:55,KE615
PUS,HKG,D,2015-02-24,08:00,KA319
PUS,HKG,D,2015-02-24,15:00,UO1674
PUS,HKG,D,2015-02-24,21:35,BX391
PUS,HKG,D,2015-02-24,21:55,KE615
PUS,HKG,D,2015-02-25,08:00,KA319
PUS,HKG,D,2015-02-25,21:35,BX391
PUS,HKG,D,2015-02-25,21:55,KE615
PUS,HKG,D,2015-02-26,08:00,KA319
PUS,HKG,D,2015-02-26,15:00,UO1674
PUS,HKG,D,2015-02-26,21:35,BX391
PUS,HKG,D,2015-02-26,21:55,KE615
PUS,HKG,D,2015-02-27,08:00,KA319
PUS,HKG,D,2015-02-27,15:20,UO1674
PUS,HKG,D,2015-02-27,21:35,BX391
PUS,HKG,D,2015-02-27,21:55,KE615
PUS,HKG,D,2015-02-28,08:00,KA319
PUS,HKG,D,2015-02-28,15:20,UO1674
PUS,HKG,D,2015-02-28,21:35,BX391
PUS,HKG,D,2015-02-28,21:55,KE615
PUS,HKG,D,2015-03-01,08:00,KA319
PUS,HKG,D,2015-03-01,15:20,UO1674
PUS,HKG,D,2015-03-01,21:35,BX391
PUS,HKG,D,2015-03-01,21:55,KE615
PUS,HKG,D,2015-03-02,08:00,KA319
PUS,HKG,D,2015-03-02,15:00,UO1674
PUS,HKG,D,2015-03-02,21:35,BX391
PUS,HKG,D,2015-03-02,21:55,KE615
PUS,HKG,D,2015-03-03,08:00,KA319
PUS,HKG,D,2015-03-03,15:00,UO1674
PUS,HKG,D,2015-03-03,21:35,BX391
PUS,HKG,D,2015-03-03,21:55,KE615
PUS,HKG,D,2015-03-04,08:00,KA319
PUS,HKG,D,2015-03-04,21:35,BX391
PUS,HKG,D,2015-03-04,21:55,KE615
PUS,HKG,D,2015-03-05,08:00,KA319
PUS,HKG,D,2015-03-05,15:00,UO1674
PUS,HKG,D,2015-03-05,21:35,BX391
PUS,HKG,D,2015-03-05,21:55,KE615
PUS,HKG,D,2015-03-06,08:00,KA319
PUS,HKG,D,2015-03-06,15:20,UO1674
PUS,HKG,D,2015-03-06,21:35,BX391
PUS,HKG,D,2015-03-06,21:55,KE615
PUS,HKG,D,2015-03-07,08:00,KA319
PUS,HKG,D,2015-03-07,15:20,UO1674
PUS,HKG,D,2015-03-07,21:35,BX391
PUS,HKG,D,2015-03-07,21:55,KE615
PUS,HKG,D,2015-03-08,08:00,KA319
PUS,HKG,D,2015-03-08,15:20,UO1674
PUS,HKG,D,2015-03-08,21:35,BX391
PUS,HKG,D,2015-03-08,21:55,KE615
PUS,HKG,D,2015-03-09,08:00,KA319
PUS,HKG,D,2015-03-09,15:00,UO1674
PUS,HKG,D,2015-03-09,21:35,BX391
PUS,HKG,D,2015-03-09,21:55,KE615
PUS,HKG,D,2015-03-10,08:00,KA319
PUS,HKG,D,2015-03-10,15:00,UO1674
PUS,HKG,D,2015-03-10,21:35,BX391
PUS,HKG,D,2015-03-10,21:55,KE615
PUS,HKG,D,2015-03-11,08:00,KA319
PUS,HKG,D,2015-03-11,21:35,BX391
PUS,HKG,D,2015-03-11,21:55,KE615
PUS,HKG,D,2015-03-12,08:00,KA319
PUS,HKG,D,2015-03-12,15:00,UO1674
PUS,HKG,D,2015-03-12,21:35,BX391
PUS,HKG,D,2015-03-12,21:55,KE615
PUS,HKG,D,2015-03-13,08:00,KA319
PUS,HKG,D,2015-03-13,15:20,UO1674
PUS,HKG,D,2015-03-13,21:35,BX391
PUS,HKG,D,2015-03-13,21:55,KE615
PUS,HKG,D,2015-03-14,08:00,KA319
PUS,HKG,D,2015-03-14,15:20,UO1674
PUS,HKG,D,2015-03-14,21:35,BX391
PUS,HKG,D,2015-03-14,21:55,KE615
PUS,HKG,D,2015-03-15,08:00,KA319
PUS,HKG,D,2015-03-15,15:20,UO1674
PUS,HKG,D,2015-03-15,21:35,BX391
PUS,HKG,D,2015-03-15,21:55,KE615
PUS,HKG,D,2015-03-16,08:00,KA319
PUS,HKG,D,2015-03-16,15:00,UO1674
PUS,HKG,D,2015-03-16,21:35,BX391
PUS,HKG,D,2015-03-16,21:55,KE615
PUS,HKG,D,2015-03-17,08:00,KA319
PUS,HKG,D,2015-03-17,15:00,UO1674
PUS,HKG,D,2015-03-17,21:35,BX391
PUS,HKG,D,2015-03-17,21:55,KE615
PUS,HKG,D,2015-03-18,08:00,KA319
PUS,HKG,D,2015-03-18,21:35,BX391
PUS,HKG,D,2015-03-18,21:55,KE615
PUS,HKG,D,2015-03-19,08:00,KA319
PUS,HKG,D,2015-03-19,15:00,UO1674
PUS,HKG,D,2015-03-19,21:35,BX391
PUS,HKG,D,2015-03-19,21:55,KE615
PUS,HKG,D,2015-03-20,08:00,KA319
PUS,HKG,D,2015-03-20,15:20,UO1674
PUS,HKG,D,2015-03-20,21:35,BX391
PUS,HKG,D,2015-03-20,21:55,KE615
PUS,HKG,D,2015-03-21,08:00,KA319
PUS,HKG,D,2015-03-21,15:20,UO1674
PUS,HKG,D,2015-03-21,21:35,BX391
PUS,HKG,D,2015-03-21,21:55,KE615
PUS,HKG,D,2015-03-22,08:00,KA319
PUS,HKG,D,2015-03-22,15:20,UO1674
PUS,HKG,D,2015-03-22,21:35,BX391
PUS,HKG,D,2015-03-22,21:55,KE615
PUS,HKG,D,2015-03-23,08:00,KA319
PUS,HKG,D,2015-03-23,15:00,UO1674
PUS,HKG,D,2015-03-23,21:35,BX391
PUS,HKG,D,2015-03-23,21:55,KE615
PUS,HND,A,2015-02-23,06:10,BX1175
PUS,KHH,A,2015-02-23,17:05,BX796
PUS,KHH,A,2015-02-25,17:05,BX796
PUS,KHH,A,2015-02-27,17:05,BX796
PUS,KHH,A,2015-02-28,17:05,BX796
PUS,KHH,A,2015-03-01,17:05,BX796
PUS,KHH,A,2015-03-02,17:05,BX796
PUS,KHH,A,2015-03-04,17:05,BX796
PUS,KHH,A,2015-03-06,17:05,BX796
PUS,KHH,A,2015-03-07,17:05,BX796
PUS,KHH,A,2015-03-08,17:05,BX796
PUS,KHH,A,2015-03-09,17:05,BX796
PUS,KHH,A,2015-03-11,17:05,BX796
PUS,KHH,A,2015-03-13,17:05,BX796
PUS,KHH,A,2015-03-14,17:05,BX796
PUS,KHH,A,2015-03-15,17:05,BX796
PUS,KHH,A,2015-03-16,17:05,BX796
PUS,KHH,A,2015-03-18,17:05,BX796
PUS,KHH,A,2015-03-20,17:05,BX796
PUS,KHH,A,2015-03-21,17:05,BX796
PUS,KHH,A,2015-03-22,17:05,BX796
PUS,KHH,A,2015-03-23,17:05,BX796
PUS,KHH,D,2015-02-23,10:40,BX795
PUS,KHH,D,2015-02-25,10:40,BX795
PUS,KHH,D,2015-02-27,10:40,BX795
PUS,KHH,D,2015-02-28,10:40,BX795
PUS,KHH,D,2015-03-01,10:40,BX795
PUS,KHH,D,2015-03-02,10:40,BX795
PUS,KHH,D,2015-03-04,10:40,BX795
PUS,KHH,D,2015-03-06,10:40,BX795
PUS,KHH,D,2015-03-07,10:40,BX795
PUS,KHH,D,2015-03-08,10:40,BX795
PUS,KHH,D,2015-03-09,10:40,BX795
PUS,KHH,D,2015-03-11,10:40,BX795
PUS,KHH,D,2015-03-13,10:40,BX795
PUS,KHH,D,2015-03-14,10:40,BX795
PUS,KHH,D,2015-03-15,10:40,BX795
PUS,KHH,D,2015-03-16,10:40,BX795
PUS,KHH,D,2015-03-18,10:40,BX795
PUS,KHH,D,2015-03-20,10:40,BX795
PUS,KHH,D,2015-03-21,10:40,BX795
PUS,KHH,D,2015-03-22,10:40,BX795
PUS,KHH,D,2015-03-23,10:40,BX795
PUS,KIX,A,2015-02-23,12:30,BX123
PUS,KIX,A,2015-02-23,12:55,KE732
PUS,KIX,A,2015-02-23,15:25,MM015
PUS,KIX,A,2015-02-23,20:20,BX121
PUS,KIX,A,2015-02-23,21:05,KE760
PUS,KIX,A,2015-02-24,12:30,BX123
PUS,KIX,A,2015-02-24,12:55,KE732
PUS,KIX,A,2015-02-24,15:25,MM015
PUS,KIX,A,2015-02-24,20:20,BX121
PUS,KIX,A,2015-02-24,21:05,KE760
PUS,KIX,A,2015-02-25,12:30,BX123
PUS,KIX,A,2015-02-25,12:55,KE732
PUS,KIX,A,2015-02-25,15:25,MM015
PUS,KIX,A,2015-02-25,20:20,BX121
PUS,KIX,A,2015-02-25,21:05,KE760
PUS,KIX,A,2015-02-26,12:30,BX123
PUS,KIX,A,2015-02-26,12:55,KE732
PUS,KIX,A,2015-02-26,15:25,MM015
PUS,KIX,A,2015-02-26,20:20,BX121
PUS,KIX,A,2015-02-26,21:05,KE760
PUS,KIX,A,2015-02-27,12:30,BX123
PUS,KIX,A,2015-02-27,12:55,KE732
PUS,KIX,A,2015-02-27,15:25,MM015
PUS,KIX,A,2015-02-27,20:20,BX121
PUS,KIX,A,2015-02-27,21:05,KE760
PUS,KIX,A,2015-02-28,12:30,BX123
PUS,KIX,A,2015-02-28,12:55,KE732
PUS,KIX,A,2015-02-28,15:25,MM015
PUS,KIX,A,2015-02-28,20:20,BX121
PUS,KIX,A,2015-02-28,21:05,KE760
PUS,KIX,A,2015-03-01,12:30,BX123
PUS,KIX,A,2015-03-01,12:55,KE732
PUS,KIX,A,2015-03-01,15:25,MM015
PUS,KIX,A,2015-03-01,20:20,BX121
PUS,KIX,A,2015-03-01,21:05,KE760
PUS,KIX,A,2015-03-02,12:30,BX123
PUS,KIX,A,2015-03-02,12:55,KE732
PUS,KIX,A,2015-03-02,15:25,MM015
PUS,KIX,A,2015-03-02,20:20,BX121
PUS,KIX,A,2015-03-02,21:05,KE760
PUS,KIX,A,2015-03-03,12:30,BX123
PUS,KIX,A,2015-03-03,12:55,KE732
PUS,KIX,A,2015-03-03,15:25,MM015
PUS,KIX,A,2015-03-03,20:20,BX121
PUS,KIX,A,2015-03-03,21:05,KE760
PUS,KIX,A,2015-03-04,12:30,BX123
PUS,KIX,A,2015-03-04,12:55,KE732
PUS,KIX,A,2015-03-04,15:25,MM015
PUS,KIX,A,2015-03-04,20:20,BX121
PUS,KIX,A,2015-03-04,21:05,KE760
PUS,KIX,A,2015-03-05,12:30,BX123
PUS,KIX,A,2015-03-05,12:55,KE732
PUS,KIX,A,2015-03-05,15:25,MM015
PUS,KIX,A,2015-03-05,20:20,BX121
PUS,KIX,A,2015-03-05,21:05,KE760
PUS,KIX,A,2015-03-06,12:30,BX123
PUS,KIX,A,2015-03-06,12:55,KE732
PUS,KIX,A,2015-03-06,15:25,MM015
PUS,KIX,A,2015-03-06,20:20,BX121
PUS,KIX,A,2015-03-06,21:05,KE760
PUS,KIX,A,2015-03-07,12:30,BX123
PUS,KIX,A,2015-03-07,12:55,KE732
PUS,KIX,A,2015-03-07,15:25,MM015
PUS,KIX,A,2015-03-07,20:20,BX121
PUS,KIX,A,2015-03-07,21:05,KE760
PUS,KIX,A,2015-03-08,12:30,BX123
PUS,KIX,A,2015-03-08,12:55,KE732
PUS,KIX,A,2015-03-08,15:25,MM015
PUS,KIX,A,2015-03-08,20:20,BX121
PUS,KIX,A,2015-03-08,21:05,KE760
PUS,KIX,A,2015-03-09,12:30,BX123
PUS,KIX,A,2015-03-09,12:55,KE732
PUS,KIX,A,2015-03-09,15:25,MM015
PUS,KIX,A,2015-03-09,20:20,BX121
PUS,KIX,A,2015-03-09,21:05,KE760
PUS,KIX,A,2015-03-10,12:30,BX123
PUS,KIX,A,2015-03-10,12:55,KE732
PUS,KIX,A,2015-03-10,15:25,MM015
PUS,KIX,A,2015-03-10,20:20,BX121
PUS,KIX,A,2015-03-10,21:05,KE760
PUS,KIX,A,2015-03-11,12:30,BX123
PUS,KIX,A,2015-03-11,12:55,KE732
PUS,KIX,A,2015-03-11,15:25,MM015
PUS,KIX,A,2015-03-11,20:20,BX121
PUS,KIX,A,2015-03-11,21:05,KE760
